Checked,Ion,Charge,Molecular Weight,m/z,RT [min],FWHM [min],# MI,Area,Parent Area [%],Study File ID
FALSE,[M+H]+1,1,498.3254,499.33267,6.957,0.068,5,32142137.79,100,F3
FALSE,[M+H]+1,1,916.81786,917.82513,18.012,0.176,3,32136757.31,100,F8
FALSE,[M+H]+1,1,897.7758,898.78308,17.086,0.11,3,32061745.93,100,F9
FALSE,[M-H]-1,-1,869.61238,868.6051,9.708,0.097,4,31926905.76,100,F6
FALSE,[M-H]-1,-1,869.61275,868.60547,9.689,0.102,4,31815816.65,100,F5
FALSE,[M-H]-1,-1,869.61256,868.60529,9.692,0.099,4,31772216.48,100,F1
FALSE,[M+H]+1,1,843.64464,844.65192,9.885,0.116,4,31703933.77,100,F1
FALSE,[M+H]+1,1,923.26036,924.26764,8.861,0.073,7,31654261.77,100,F1
FALSE,[M-H]-1,-1,762.58711,761.57983,8.614,0.091,5,31651530.23,100,F1
FALSE,[M+H]+1,1,979.26952,980.27679,13.842,0.088,9,31641935.62,100,F1
FALSE,[M-H]-1,-1,762.5876,761.58032,8.58,0.094,5,31615916.54,100,F4
FALSE,[M+H]+1,1,916.81822,917.8255,17.978,0.159,3,31602554.14,100,F7
FALSE,[M-H]-1,-1,843.59749,842.59021,9.142,0.115,6,31560908,100,F4
FALSE,[M-H]-1,-1,869.61256,868.60529,9.654,0.102,4,31489079.15,100,F4
FALSE,[M-H]-1,-1,843.59791,842.59064,9.176,0.111,6,31417764.18,100,F5
FALSE,[M-H]-1,-1,762.58681,761.57953,8.62,0.098,5,31397615.31,100,F6
FALSE,[M-H]-1,-1,762.58717,761.5799,8.61,0.097,5,31390504.8,100,F5
FALSE,[M+H]+1,1,495.33107,496.33835,1.649,0.074,4,31028138.82,100,F8
FALSE,[M+H]+1,1,897.77617,898.78345,17.093,0.099,2,30792835.45,100,F1
FALSE,[M+H]+1,1,923.79241,924.79968,17.047,0.165,3,30728257.38,100,F8
FALSE,[M+H]+1,1,781.56096,782.56824,8.377,0.076,5,30687536.25,100,F1
FALSE,[M+H]+1,1,549.6201,550.62738,11.766,0.099,5,30662595.47,100,F9
FALSE,[M-H]-1,-1,872.69679,871.68951,11.616,0.106,5,30579430.97,100,F5
FALSE,[M+H]+1,1,549.62029,550.62756,11.655,0.093,5,30466327.04,100,F7
FALSE,[M+H]+1,1,946.2769,947.28418,13.044,0.091,9,30420952.01,100,F1
FALSE,[M+H]+1,1,549.62016,550.62744,11.734,0.1,5,30303562.07,100,F8
FALSE,[M-H]-1,-1,284.27052,283.26324,6.696,0.08,4,30151000.38,100,F1
FALSE,[M-H]-1,-1,872.69661,871.68933,11.62,0.11,5,30030463.91,100,F1
FALSE,[M+H]+1,1,749.54949,750.55676,9.859,0.104,2,29958878.34,100,F3
FALSE,[M+H]+1,1,880.74687,881.75415,18.017,0.098,4,29954810.93,100,F1
FALSE,[M-H]-1,-1,843.59736,842.59009,9.175,0.131,6,29932852.1,100,F1
FALSE,[M+H]+1,1,839.61327,840.62054,8.804,0.087,4,29785367.03,100,F1
FALSE,[M+H]+1,1,823.76164,824.76892,18.035,0.101,4,29658833.22,100,F7
FALSE,[M-H]-1,-1,284.27055,283.26328,6.677,0.063,4,29644347.58,100,F4
FALSE,[M+H]+1,1,823.76164,824.76892,18.08,0.103,4,29151957.95,100,F8
FALSE,[M+H]+1,1,916.81792,917.8252,18.029,0.114,3,29080926.27,100,F9
FALSE,[M+H]+1,1,852.71623,853.72351,17.283,0.139,4,29069612.4,100,F9
FALSE,[M+H]+1,1,851.79308,852.80035,18.796,0.095,5,28967686.04,100,F1
FALSE,[M-H]-1,-1,872.69661,871.68933,11.636,0.101,5,28908980.71,100,F6
FALSE,[M-H]-1,-1,872.69703,871.68976,11.584,0.107,5,28645096.85,100,F4
FALSE,[M+H]+1,1,1053.28838,1054.29565,14.579,0.077,9,28603162.53,100,F1
FALSE,[M+H]+1,1,843.73033,844.73761,15.838,0.143,2,28590467.97,100,F9
FALSE,[M+H]+1,1,843.73027,844.73755,15.78,0.174,2,28324884.63,100,F7
FALSE,[M+H]+1,1,851.7935,852.80078,18.779,0.103,4,28283205.81,100,F8
FALSE,[M+H]+1,1,843.73064,844.73792,15.832,0.192,2,28205935.09,100,F8
FALSE,[M+H]+1,1,1071.29888,1072.30615,10.262,0.097,7,28021124.92,100,F1
FALSE,[M+H]+1,1,914.80211,915.80939,17.352,0.119,3,27973869.63,100,F1
FALSE,[M+H]+1,1,781.56059,782.56787,8.355,0.079,6,27848299.39,100,F7
FALSE,[M-H]-1,-1,284.27064,283.26337,6.692,0.06,4,27740451.29,100,F5
FALSE,[M+H]+1,1,1168.3322,1169.33948,15.26,0.091,11,27697261.49,100,F1
FALSE,[M-H]-1,-1,284.27058,283.26331,6.705,0.063,4,27693443.96,100,F6
FALSE,[M-H]-1,-1,843.597,842.58972,9.191,0.114,6,27681278.58,100,F6
FALSE,[M+H]+1,1,912.78661,913.79388,16.673,0.179,4,27623971.45,100,F1
FALSE,[M+H]+1,1,851.78362,852.79089,18.064,0.114,3,27511707.1,100,F9
FALSE,[M+H]+1,1,861.7777,862.78497,17.678,0.118,3,27470785.24,100,F1
