Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Plasma_PS.raw (F1),PDH_Blank_Neg.raw (F2),PDH_Blank_Pos_171003103943.raw (F3),Plasma_Neg_1.raw (F4)+Plasma_Pos_1.raw (F7),Plasma_Neg_2.raw (F5)+Plasma_Pos_2.raw (F8),Plasma_Neg_3.raw (F6)+Plasma_Pos_3.raw (F9),
14.139,957.81799,+,790169.911,,,4,3713.448507,0.0,45461.85838,790169.911,569065.0304,396592.5807,
14.185,973.77008,-,6631606.666,,,5,5336016.425,142894.3852,0.0,6631606.666,6417382.232,5958962.591,
14.187,976.74158,-,387762.0381,,,3,170237.9194,17319.89638,0.0,371035.5906,387762.0381,124696.5588,
14.218,814.69116,+,421318.4525,,,2,421318.4525,0.0,64245.10054,101637.3483,99843.17032,103533.024,
14.236,1023.78497,-,412194.3005,,,3,298348.4161,4338.688742,0.0,412194.3005,372763.7309,316276.9517,
14.306,1581.40552,-,329394.0382,,,3,290395.4397,27898.90798,0.0,4392.10526,88537.08693,329394.0382,
14.31,1095.32166,+,1.441287564E7,,,4,530025.132,0.0,1742716.999,1959139.297,3417614.621,1.441287564E7,
14.31,1054.29565,+,7870427.005,,,4,2675.654088,0.0,1123454.434,760142.7103,1408562.026,7870427.005,
14.31,1533.35107,-,3144012.439,,,4,3144012.439,183424.888,0.0,60580.19568,542713.0714,2785197.625,
14.311,1543.38049,-,1371043.25,,,3,1371043.25,54297.56097,0.0,19877.33032,205349.3094,1187832.694,
14.311,1082.32654,+,326672.0334,,,2,1183.695606,0.0,23705.37733,20063.17378,51769.59796,326672.0334,
14.311,313.07739,-,153205.5205,,,2,153205.5205,3720.155837,0.0,1159.159392,18261.78757,121635.2468,
14.314,297.04599,-,557471.961,,,4,557471.961,12853.02049,0.0,6232.893308,63049.02643,416556.3426,
14.325,746.67725,-,49147.93064,,,2,12718.52932,951.4337091,0.0,44954.92473,49147.93064,20659.39619,
14.328,1259.34241,-,838738.0656,,,3,838738.0656,22231.60213,0.0,2785.691348,67955.61628,575728.0664,
14.329,1245.32666,-,111988.4808,,,2,111988.4808,1482.685319,0.0,1140.589565,9293.493828,90008.36659,
14.329,311.09842,-,34242.58211,,,2,34242.58211,641.5281293,0.0,1150.364501,1122.140899,18855.02994,
14.331,725.64093,-,176810.4877,,,3,68353.03242,6563.476723,0.0,176810.4877,155223.0756,105580.0452,
14.333,722.66608,-,1134250.138,,,5,789787.185,29561.59894,0.0,1134250.138,1080974.53,939049.1472,
14.368,931.76019,-,317739.3721,,,4,290149.6721,14410.57601,0.0,295109.5019,304011.951,317739.3721,
14.379,696.65051,-,158795.6223,,,3,75742.43366,6120.150565,0.0,158795.6223,156712.5439,132408.3861,
14.382,710.66614,-,1149721.752,,,5,746318.0911,50887.95795,0.0,1149721.752,1114226.108,1080403.164,
14.382,734.67767,-,59347.2824,,,3,14577.24731,2112.274371,0.0,59347.2824,50347.02763,34883.44426,
14.385,652.65973,+,562615.1261,Cer[NS] d18:0_24:0,Cer[NS],3,562615.1261,9080.788509,2592.734352,265377.6306,260583.5176,231164.7013,
14.385,947.71002,+,148935.074,TG 18:2_20:5_20:4,TG,3,12545.15759,0.0,4710.439385,148935.074,130353.5232,139142.9306,
14.386,713.64124,-,182604.9265,,,4,71855.46608,10722.7875,0.0,182604.9265,172730.1067,134240.0655,
14.395,957.7746,-,377426.2306,,,4,333315.1098,17450.22077,0.0,302543.285,324284.0892,377426.2306,
14.412,935.73157,-,110647.7162,,,2,29876.95306,6459.458194,0.0,110647.7162,68244.5705,61669.9243,
14.441,666.67584,+,25841.37406,,,2,1165.782969,0.0,1993.641549,25841.37406,25150.43714,25524.62779,
14.458,776.67627,+,240178.3561,,,3,67266.01752,0.0,54122.77553,230260.5092,240178.3561,58586.88833,
14.459,944.65594,-,22152.48111,,,3,14176.72362,2417.257091,0.0,19829.75553,20808.04366,22152.48111,
14.461,733.5752,+,132970.4334,,,4,1613.814093,0.0,20591.00694,132970.4334,131773.2224,110537.1895,
14.485,738.66089,+,1972198.215,TG 42:1,TG,9,6898.059308,0.0,364960.72,1972198.215,1929444.302,1932655.077,
14.493,685.55267,+,118103.3417,,,3,16274.01469,0.0,16143.631,118103.3417,112400.3971,96281.24311,
14.499,846.72174,+,17345.38627,,,2,2877.593538,0.0,3154.977331,17345.38627,16330.20873,15138.2688,
14.531,921.69366,+,25213.93339,,,2,6605.816559,0.0,2125.323574,24276.18064,25213.93339,20051.72233,
14.534,722.66577,-,679844.894,Cer[NS] d43:1,Cer[NS],8,381184.9733,23437.31658,0.0,613545.7116,617536.2475,679844.894,
14.54,725.64087,-,134056.8476,,,4,72935.91165,5530.896801,0.0,98441.12944,134056.8476,121852.3422,
14.564,997.76935,-,489603.5912,,,4,328051.1401,6753.602745,0.0,438148.1598,468266.3659,489603.5912,
14.583,467.40875,+,81093.96091,,,2,7970.707316,0.0,21407.52998,81093.96091,53336.44048,57002.87413,
14.588,805.70245,+,618492.9587,,,4,12083.26167,0.0,57879.41228,618492.9587,595249.6909,480539.4552,
14.59,769.63147,+,1535441.627,TG 44:2,TG,3,7852.003266,0.0,121782.8306,1535441.627,1470597.83,1139524.524,
14.596,800.67603,+,41982.69824,,,3,5756.722212,0.0,1693.359726,41982.69824,32113.73665,34941.80847,
14.601,793.70996,+,96407.12608,,,2,7041.187603,0.0,7417.124891,87287.01994,96407.12608,96265.58479,
14.608,729.57837,+,34114.22359,,,2,5539.893083,0.0,4886.177495,34114.22359,30325.3999,19159.44881,
14.612,831.71802,+,883498.3311,,,2,25079.66896,0.0,33568.23266,883498.3311,798532.1156,617993.1404,
14.615,790.69165,+,3221622.708,TG 46:3,TG,6,10633.84913,0.0,73776.9853,3221622.708,2943813.253,2120170.148,
14.651,724.68231,-,149036.7923,Cer[NS] d19:0_24:0,Cer[NS],2,131829.8961,29238.76307,0.0,110793.1203,149036.7923,92132.81369,
14.655,636.66522,+,79169.57531,,,3,8296.00116,0.0,5063.807354,79169.57531,76528.2389,75363.68986,
14.658,884.7851,+,20251.32039,,,2,2367.056427,0.0,588.9461849,19017.57298,14877.95123,20251.32039,
14.677,1393.32922,-,109392.5151,,,2,109392.5151,693.6845335,0.0,637.3796526,4163.336947,71372.26076,
14.679,1371.28381,-,32188.86828,,,2,30701.62294,619.3191984,0.0,569.0503918,1842.750966,32188.86828,
14.685,371.0647,-,30564.13663,,,2,30564.13663,646.7243037,0.0,594.2310836,1689.402445,20118.85554,
14.687,723.63983,+,151552.9191,,,2,16420.21996,0.0,5979.838205,151552.9191,137416.6058,118877.4702,
14.688,844.73706,+,202779.5846,,,2,1143.117945,0.0,469.3514956,98412.88707,202779.5846,119285.2145,
14.716,931.80768,+,984059.6496,,,3,230592.0009,0.0,53851.38207,501153.7049,595522.9746,984059.6496,
14.72,816.7016,+,4011775.408,TG 48:4,TG,8,19847.05819,0.0,176066.6166,4011775.408,3594709.696,3844792.206,
14.727,857.73267,+,1365144.058,,,3,3063.168,0.0,79383.26397,723798.0976,1365144.058,1018088.973,
14.737,950.82623,+,68911.32294,,,2,17441.85527,0.0,1352.587963,68911.32294,60997.15969,56163.68965,
14.738,947.70905,+,102342.3924,,,4,102342.3924,0.0,1120.613001,30197.81867,31031.14546,28034.09361,
14.74,851.67303,+,42833.50803,,,3,2047.8794,0.0,1127.834942,42833.50803,36280.9818,42341.99751,
14.748,959.78168,+,436198.1142,,,2,7348.759724,0.0,1421.559046,436198.1142,321767.1065,188078.4881,
14.751,934.80713,+,1234225.127,,,2,385315.2767,0.0,6449.057176,1213632.605,1035042.626,1234225.127,
14.755,975.83282,+,685857.2471,,,3,77541.06308,0.0,28438.13282,685857.2471,658555.1054,590666.439,
14.793,845.66333,+,270642.0535,,,2,270642.0535,0.0,2182.199907,91111.44564,105038.493,100347.917,
14.81,908.74573,+,96356.10107,,,2,6111.605652,0.0,4334.078923,63452.15676,96356.10107,58368.45982,
14.816,942.75482,+,203334.5086,,,2,203334.5086,0.0,905.3840435,37722.70384,35453.46331,29967.49399,
14.841,764.67596,+,3071395.77,,,2,3071395.77,0.0,317950.9605,187697.002,188491.623,232241.6784,
14.864,313.07739,-,99440.43613,,,2,99440.43613,1526.785654,0.0,832.133169,9029.529516,67169.94208,
14.864,719.55835,+,70889.74151,,,3,2038.936853,0.0,5838.107627,57908.17335,67179.82508,70889.74151,
14.866,297.04599,-,439989.6461,,,3,439989.6461,10516.86747,717.5460813,4515.036141,41316.65001,291653.6499,
14.879,790.69135,+,1706091.67,,,2,1706091.67,0.0,285715.5448,137926.4592,151922.1338,1067533.515,
14.893,700.63892,-,34496.16147,,,2,15449.76898,6512.302815,0.0,34368.80637,34496.16147,17682.37042,
14.899,694.67163,-,160444.805,,,4,113731.89,12122.89703,0.0,160444.805,152795.5633,147580.4352,
14.905,883.74774,+,1087031.28,,,2,42292.59685,0.0,37068.72985,774811.4163,1069977.222,1087031.28,
14.91,842.72278,+,3355770.398,TG 50:5,TG,7,70302.82529,0.0,108449.787,3194338.804,3176344.441,3355770.398,
14.933,839.67352,+,38527.30276,,,3,7778.683735,0.0,865.7951454,38527.30276,28481.32154,13215.18705,
14.954,905.7926,+,195855.3173,,,3,195855.3173,0.0,33097.63712,108779.933,133684.4348,133671.6863,
14.955,1136.90979,+,41240.87827,,,2,1820.349641,0.0,1334.656875,41240.87827,32418.23295,30324.36415,
14.956,1319.34692,-,108894.7361,,,2,108894.7361,2194.340668,0.0,787.4647905,9928.601758,97064.74296,
14.957,1333.36108,-,791659.9276,,,3,791659.9276,22910.34107,0.0,1224.383872,57701.71591,503991.2159,
14.958,1111.30603,-,59985.91714,,,2,59985.91714,606.2485273,0.0,726.5041287,2545.649187,41062.3865,
14.973,1025.80078,-,269182.4642,,,2,157317.0795,8609.69374,0.0,269182.4642,262617.3696,262815.2192,
14.974,976.78973,-,350880.3806,,,2,314612.2405,7294.84486,0.0,348278.4744,342472.9819,350880.3806,
14.997,760.69159,-,17766.03259,,,2,8355.970839,772.370035,0.0,17766.03259,15548.61094,12587.30858,
15.004,722.66608,-,65063.87659,,,4,40153.10235,11239.32342,0.0,65063.87659,60317.8723,55432.30384,
15.006,736.68219,-,375984.3941,,,5,294707.1104,22305.67203,0.0,375984.3941,370670.0699,327550.2335,
15.006,739.65674,-,66515.13576,,,4,44182.06213,9726.772937,0.0,66515.13576,60335.41585,55405.56231,
15.013,685.55267,+,254443.7131,,,3,4446.28686,0.0,21649.58331,254443.7131,239757.9582,205726.7507,
15.019,858.75519,-,101118.149,,,4,80871.55847,781.8012826,0.0,100941.4297,101118.149,98308.43998,
15.023,597.48657,+,88467.31903,,,3,3552.440568,0.0,4046.04633,79946.13913,72960.97704,88467.31903,
15.026,922.78607,+,280863.9261,,,2,5014.056677,0.0,4871.792452,167356.9407,223833.3993,280863.9261,
15.028,1057.69739,+,35764.98496,,,2,1349.39357,0.0,989.3579589,29483.29132,35764.98496,30617.38172,
15.032,894.75348,+,7095159.842,TG 54:7,TG,7,26308.07126,0.0,167703.2398,7095159.842,6818076.318,6779009.853,
15.037,935.77899,+,3320184.564,,,4,47462.49495,0.0,87513.28685,3320184.564,2826730.839,2281394.829,
15.038,1169.3396,+,1.299045721E7,,,4,640745.7661,0.0,2024079.663,2152632.698,3321272.744,1.299045721E7,
15.039,1128.31372,+,8064716.259,,,4,561271.0075,0.0,1406867.228,935523.5502,1516300.237,8064716.259,
15.041,1156.34497,+,329599.837,,,2,1086.031068,0.0,40271.02175,30867.69587,70363.01899,329599.837,
15.075,886.74866,+,359084.9394,,,3,54701.02686,0.0,5024.221783,359084.9394,286362.5235,339775.3059,
15.087,924.76984,+,438805.0568,,,2,438805.0568,0.0,4570.646342,220953.8585,215287.4011,81601.227,
15.095,944.7688,+,1225510.511,TG 58:10,TG,6,28428.1016,0.0,8030.305598,1225510.511,1184721.488,1158843.616,
15.096,985.79401,+,515751.4887,,,3,5817.437642,0.0,15147.71755,491180.6017,515751.4887,324986.4077,
15.096,804.70654,+,213631.1773,,,2,12461.03292,0.0,67424.82015,184325.6784,181968.8186,213631.1773,
15.103,909.76343,+,3787236.436,,,2,739061.4746,0.0,106957.2993,374064.586,3787236.436,2385130.486,
15.166,1117.86194,-,41539.79486,,,2,28807.28519,1092.023372,0.0,41539.79486,34996.64559,34117.13643,
15.193,861.69128,+,686886.2603,,,2,16222.84515,0.0,108359.2286,686886.2603,587361.788,644697.0727,
15.194,921.74225,+,2021932.918,,,4,88602.27407,0.0,172653.3459,2021932.918,1733366.744,1512145.503,
15.211,891.70477,+,1637621.085,,,3,1637621.085,0.0,23193.68847,36460.945,244208.1377,165529.8995,
15.249,835.67841,+,192181.7043,,,2,12612.98871,0.0,2106.43703,183881.2189,171862.8138,192181.7043,
15.251,959.78198,+,154258.8239,,,2,18965.88421,0.0,1539.645579,154258.8239,39837.78086,70833.9374,
15.265,927.77472,+,480634.4282,,,2,207491.8898,0.0,7578.746835,480634.4282,202289.186,346636.5707,
15.326,868.73975,+,5875370.441,TG 16:1_18:3_18:2,TG,4,5064985.491,0.0,21363.13243,5875370.441,2292487.527,4982780.274,
15.34,725.6568,+,122653.6992,,,3,122653.6992,0.0,3183.192788,28148.73137,27355.20591,24929.34263,
15.36,297.04599,-,361371.5569,,,3,361371.5569,11619.63959,0.0,3999.985254,38458.83582,268181.4026,
15.36,313.07739,-,76206.02639,,,2,76206.02639,1206.241674,0.0,727.5431275,6979.393503,51005.39902,
15.379,911.70837,+,58084.27514,,,2,39450.27786,0.0,1131.607665,47640.58395,58084.27514,49251.14744,
15.399,968.71625,+,26869.82579,,,2,20143.79997,0.0,1010.325241,25245.94715,26869.82579,23195.84961,
15.402,861.69385,+,584918.6299,,,3,584918.6299,0.0,15033.24863,400181.0419,344208.4834,349063.3521,
15.422,953.74304,+,57607.22909,,,2,57607.22909,0.0,16305.385,47787.46901,53954.0073,45992.80888,
15.425,903.6814,+,49094.06213,,,4,30877.44624,0.0,3865.394457,34399.70294,49094.06213,33700.51638,
15.448,766.69098,+,6799840.774,TG 44:1,TG,7,31819.38591,0.0,367350.0815,6799840.774,6442416.384,6700907.384,
15.452,961.79407,+,1534732.564,,,2,82459.65546,0.0,16600.91894,1534732.564,1167144.469,1358367.615,
15.456,807.71698,+,1070583.361,,,3,5415.310235,0.0,81044.73114,1070583.361,934251.0796,918878.7279,
15.459,745.63074,+,1024369.634,TG 12:0_14:0_16:0,TG,4,910101.9739,0.0,257564.4513,1024369.634,971457.908,952830.8246,
15.461,523.47125,+,92034.18074,,,3,62558.08501,0.0,20404.78838,92034.18074,85689.51677,86725.41308,
15.464,750.69769,-,26248.2054,,,3,16397.60118,6208.221074,0.0,26248.2054,25471.39259,23403.95779,
15.493,975.73993,+,220346.2069,,,3,168374.8655,0.0,2110.99226,220346.2069,214535.0269,162261.9919,
15.504,827.6333,+,37171.86879,,,4,31739.55056,0.0,10073.09702,35451.75436,37171.86879,33858.1658,
15.518,985.79462,+,89646.61568,,,3,61500.25572,0.0,8344.224874,89646.61568,86337.2424,86441.57957,
15.519,877.76251,+,72517.89972,,,3,49814.89891,0.0,5099.022418,72517.89972,69661.605,62702.61582,
15.52,1393.36292,-,88674.26342,,,2,88674.26342,1529.18599,0.0,678.2129496,8000.681732,79024.93149,
15.523,1407.38049,-,545808.1438,,,2,545808.1438,20463.7545,0.0,1888.638296,47017.72415,400829.805,
15.527,766.6908,+,7046225.88,TG 44:1,TG,9,7046225.88,0.0,639296.1432,6799840.774,6442416.384,6700907.384,
15.533,1011.81042,+,119080.37,,,4,90175.05523,0.0,2039.24123,119080.37,116820.7199,111093.9688,
15.533,1037.65063,+,23912.40458,,,2,3669.96145,0.0,964.2584723,23912.40458,20016.14079,22480.21915,
15.538,900.7113,+,1137985.487,,,2,379006.7456,0.0,26752.94337,298256.1995,323575.4912,1137985.487,
15.552,818.72198,+,1.924554226E7,TG 48:3,TG,8,121934.7756,0.0,1093179.858,1.924554226E7,1.764801209E7,1.854113228E7,
15.554,820.73773,+,3045758.047,,,3,4676.906617,0.0,62750.89909,2949988.94,3045758.047,2400946.118,
15.555,970.78357,+,315437.3035,,,4,309078.9677,0.0,7825.21184,315437.3035,234471.6431,262935.6567,
15.555,1063.6665,+,33206.23585,,,3,24299.80276,0.0,1048.05359,33206.23585,32747.52802,30141.40587,
15.574,944.7688,+,269705.4605,,,4,261675.6572,0.0,7578.010985,269705.4605,264465.0281,255957.0725,
15.582,833.73236,+,2664649.292,,,4,2171757.769,0.0,262474.7524,2664649.292,2504938.332,2226633.755,
15.588,859.74786,+,4838447.593,,,4,3015632.477,0.0,202502.3087,4838447.593,4559340.001,3182106.32,
15.588,955.64996,+,75911.74836,,,4,60002.55838,0.0,2515.532756,75911.74836,58703.02407,70039.2999,
15.592,601.51807,+,148666.3342,,,4,112038.8688,0.0,4911.404995,148666.3342,131434.5887,139053.3737,
15.593,792.70612,+,1.405387163E7,TG 46:2,TG,10,1.405387163E7,0.0,1049168.947,1.326527758E7,1.281226041E7,1.24351196E7,
15.601,981.66492,+,99744.25496,,,4,99744.25496,0.0,1175.312356,96755.47356,90854.53757,91620.56202,
15.614,1138.92151,+,33051.97769,,,3,11710.94619,0.0,926.4444816,33051.97769,28367.41876,26091.33874,
15.648,801.69934,+,127391.8484,,,2,67582.77899,0.0,1023.840856,124398.4932,75070.94305,127391.8484,
15.674,885.763,+,8325084.524,,,4,3543858.198,0.0,475135.4824,8325084.524,7975915.155,6647629.903,
15.698,1089.6825,+,47425.14678,,,4,42172.80433,0.0,1456.670889,45486.23043,47425.14678,42324.29549,
15.704,931.69403,+,237338.3354,,,4,235580.0342,0.0,3468.128343,237338.3354,208398.0418,226702.2641,
15.707,844.73749,+,3.524001856E7,TG 50:4,TG,10,3.524001856E7,0.0,1382816.496,3.033586228E7,3.082284836E7,3.041645261E7,
15.707,1007.68115,+,149091.4615,,,4,145006.4381,0.0,1582.871382,146193.7258,149091.4615,118066.4879,
15.708,547.47076,+,480488.5764,,,2,380678.7662,0.0,44679.20666,473445.1908,476071.0129,480488.5764,
15.709,914.81512,+,101240.6407,,,4,101240.6407,0.0,1858.959983,69291.43302,72142.70566,67829.63278,
15.742,818.72174,+,2.348799537E7,,,2,2.348799537E7,0.0,660093.385,663478.8298,379863.7854,451932.1746,
15.753,834.75555,-,35369.80035,,,4,26629.17036,772.5732578,0.0,34670.31557,35369.80035,32633.94634,
15.761,860.77014,-,75192.31739,,,5,75192.31739,986.6407238,1125.211213,53544.47103,53076.67079,51705.22482,
15.783,1141.71436,+,87768.90394,,,2,65990.61529,0.0,1353.724966,81039.84782,87768.90394,70962.85691,
15.783,1119.87952,-,44804.11467,,,4,30886.98323,3389.206839,0.0,44804.11467,38874.85203,33872.36735,
15.805,571.47083,+,120830.6516,,,4,96476.06818,0.0,2256.868903,117174.8962,79135.83638,120830.6516,
15.806,729.67572,-,31177.06124,,,4,20823.03306,9095.61833,0.0,24908.00534,31177.06124,24399.10688,
15.817,313.07739,-,56200.84217,,,2,56200.84217,1013.065745,0.0,808.1207215,5908.724325,48216.15533,
15.825,297.04599,-,307045.1286,,,3,307045.1286,7296.504968,0.0,2657.144815,35367.35502,237798.9717,
15.835,925.72327,+,2177271.168,TG 56:8,TG,4,88107.1147,0.0,81274.89719,2177271.168,2087591.615,2074042.657,
15.839,941.84021,+,128158.0132,,,2,128158.0132,0.0,1468.963712,83294.24003,81238.86941,89930.99356,
15.844,896.76801,+,4.794129212E7,TG 54:6,TG,8,4.794129212E7,0.0,2143665.247,4.215339801E7,4.310390655E7,3.964120655E7,
15.85,937.79382,+,1.200181227E7,,,4,1.031266428E7,0.0,519789.2146,1.066233572E7,1.200181227E7,7800494.273,
15.874,983.72632,+,346796.0932,,,2,346796.0932,0.0,3600.359873,327607.5204,325449.1044,344482.052,
15.876,911.77869,+,1.254250993E7,,,5,1.03027922E7,0.0,311401.6578,1.254250993E7,1.24873493E7,1.092852249E7,
15.879,862.75439,+,136768.5091,,,2,132883.1504,0.0,15216.63153,133753.4288,111519.603,136768.5091,
15.883,1033.69482,+,266042.974,,,4,240137.9155,0.0,3940.676483,230736.7199,266042.974,216387.7626,
15.885,870.75293,+,5.009293084E7,TG 52:5,TG,9,5.009293084E7,0.0,1932609.963,4.193032033E7,4.061477548E7,4.096188418E7,
15.896,886.78632,-,34545.23651,,,4,23817.03013,1000.983534,0.0,34545.23651,30817.32343,32379.57455,
15.903,987.80981,+,779045.5886,,,4,526090.3046,0.0,9606.127444,779045.5886,443693.1214,691465.8656,
15.907,1115.69409,+,116365.3948,,,3,116365.3948,0.0,1600.546155,91102.77113,88099.09267,92664.97986,
15.914,946.7832,+,3578858.731,TG 58:9,TG,10,2771514.061,0.0,113896.1643,3047722.682,3578858.731,2549040.804,
15.948,929.78967,+,705234.6776,,,3,442659.3088,0.0,18962.39401,705234.6776,510236.1073,462675.8991,
15.951,955.80365,+,460402.1079,,,3,300758.9976,0.0,7417.400922,460402.1079,344579.3887,365289.4716,
15.953,769.54224,+,28430.4493,,,3,27865.53345,0.0,3924.781705,28430.4493,24174.13328,23787.44447,
15.999,903.77472,+,95682.16668,,,2,95682.16668,0.0,3868.667999,95272.78776,80437.4466,83137.38948,
16.006,693.55707,+,716168.8048,,,5,595791.166,0.0,30433.0428,716168.8048,706135.7736,695434.4492,
16.025,867.70837,+,1.242822742E7,,,3,1.136854005E7,0.0,61727.26583,1.242822742E7,79157.10037,76679.05866,
16.046,1259.3418,-,44078.46612,,,2,44078.46612,692.1060009,0.0,709.6328498,2659.450133,38705.84831,
16.05,1481.3988,-,780948.7034,,,3,780948.7034,20229.99344,0.0,4311.535686,64175.09171,522212.2084,
16.05,827.65192,+,68018.79522,,,4,49703.55491,0.0,8306.910928,63048.83901,68018.79522,59372.55265,
16.051,1467.38428,-,99373.84219,,,2,99373.84219,1774.775001,0.0,725.8991286,6109.673972,81261.41333,
16.06,832.73773,+,3090371.414,TG 49:3,TG,5,3090371.414,0.0,735088.6841,2357005.861,2655941.913,1750822.976,
16.111,1089.86719,-,33542.68659,,,2,25994.01508,1147.433495,0.0,31677.24341,33542.68659,27121.35498,
16.112,900.78326,+,784328.3555,,,2,495666.7504,0.0,126695.835,784328.3555,672786.001,680382.0746,
16.119,890.72742,+,473567.8119,,,2,441524.4138,0.0,2645.170162,473567.8119,318968.121,287715.1875,
16.146,858.75403,+,4998158.857,TG 51:4,TG,9,4852590.716,0.0,216690.1552,4998158.857,4817907.811,4973732.862,
16.147,844.73761,+,3390085.331,,,2,3333990.506,0.0,221999.0738,3127506.702,2999483.647,3390085.331,
16.18,907.76776,+,152194.6847,,,2,50490.19664,0.0,25304.98269,152194.6847,83460.69115,147394.1296,
16.189,950.81439,+,1417689.087,,,3,11718.01361,0.0,32286.93243,727020.5438,1389672.169,1417689.087,
16.192,931.69403,+,22397.95538,,,3,22391.82951,0.0,2332.570442,22397.95538,20025.6596,20477.09272,
16.204,969.72632,+,177117.6131,,,3,79187.85963,0.0,25130.77667,177117.6131,151275.2617,111562.1619,
16.205,989.82544,+,435584.0283,,,4,287685.4069,0.0,57051.30348,435584.0283,411567.609,254330.7928,
16.21,884.76849,+,3550419.782,TG 53:5,TG,3,3141169.207,0.0,190910.5247,3550419.782,1935159.611,1574706.019,
16.211,1167.72729,+,30085.30663,,,2,23146.02437,0.0,1138.178917,23138.67015,30085.30663,23366.52174,
16.225,963.81,+,5140317.59,,,5,3685630.839,0.0,185561.2843,5140317.59,4932217.349,4549968.351,
16.241,922.78381,+,1.945679311E7,TG 56:7,TG,10,1.945679311E7,0.0,266338.1864,1.816666541E7,1.812447775E7,1.88154382E7,
16.247,1085.72888,+,83717.58083,,,4,77912.7168,0.0,1271.59315,83717.58083,83229.36624,77991.49513,
16.252,901.72394,+,1.121805516E7,TG 54:6,TG,4,5227099.252,0.0,435089.9854,1.121805516E7,1.050190089E7,1.056444397E7,
16.256,992.86847,+,65561.42551,,,4,65561.42551,0.0,1050.862175,53692.82502,53421.4686,58928.35586,
16.257,937.79382,+,6265293.127,,,5,4737535.904,0.0,266048.7856,6265293.127,3829021.692,5529922.03,
16.262,1141.71204,+,45262.99113,,,4,36527.50952,0.0,1057.214491,36926.40368,40062.31698,45262.99113,
16.266,915.74042,+,75221.69779,,,2,55457.39035,0.0,4004.625044,75221.69779,62045.55731,45665.16704,
16.269,1059.71155,+,107725.9536,,,4,100229.6341,0.0,1233.533273,100853.1302,100680.5122,107725.9536,
16.271,864.79968,+,103746.8552,,,7,73192.65063,1072.396688,13494.48679,93442.70518,90496.98604,103746.8552,
16.272,297.04599,-,303730.934,,,3,303730.934,7591.317234,0.0,1973.085281,29287.06297,208244.1527,
16.273,313.07739,-,49384.92666,,,2,49384.92666,1083.015215,0.0,849.0738519,3852.018722,39527.18908,
16.323,714.61713,+,379569.948,CE 22:6,CE,4,379569.948,0.0,3357.355108,157221.0978,158556.7442,118002.1899,
16.345,836.75128,+,1027876.466,,,2,893044.7652,0.0,148868.7282,1021585.878,1027876.466,891391.6901,
16.356,972.79974,+,273807.7264,,,3,273807.7264,0.0,9170.435609,85381.25904,102225.3656,83313.37961,
16.358,957.66528,+,94667.52579,,,3,76753.37919,0.0,11842.29083,88074.42451,94667.52579,91129.62528,
16.366,1065.68237,+,52529.47251,,,3,48645.37655,0.0,1740.469532,50208.03405,52529.47251,42778.34241,
16.4,794.72217,+,2.713999857E7,TG 46:1,TG,10,2.713999857E7,0.0,2662432.037,2.55567751E7,2.526742952E7,2.183277818E7,
16.404,768.7066,+,7312527.785,TG 44:0,TG,5,7312527.785,0.0,1959325.614,6893868.007,6824492.058,6125516.633,
16.406,603.53381,+,197952.9797,,,3,164686.997,0.0,27461.89405,176514.7222,185820.5379,197952.9797,
16.423,835.74811,+,2429534.681,,,2,1999853.601,0.0,347587.3109,2429534.681,2349180.83,2084632.117,
16.427,1091.70007,+,104801.0078,,,3,71390.39244,0.0,2934.950588,94716.47822,104801.0078,60923.59349,
16.43,1009.69781,+,341052.0593,,,3,13874.31282,0.0,12037.30641,277760.6735,341052.0593,328573.4007,
16.432,983.67999,+,211057.7195,,,4,150968.5941,0.0,2920.820719,192637.176,211057.7195,161042.0393,
16.434,916.83551,+,643842.2348,,,3,4750.875711,0.0,21455.56429,643842.2348,623353.9883,576432.5823,
16.458,861.76318,+,7597341.457,,,3,5888878.045,0.0,672193.0938,7531141.112,7597341.457,6336623.215,
16.461,820.73755,+,7.262776375E7,TG 48:2,TG,10,7.262776375E7,0.0,6662239.181,6.64104463E7,6.382941755E7,6.261268382E7,
16.461,933.71069,+,506140.9182,,,4,428758.1926,0.0,30520.04096,457711.7834,506140.9182,455146.4476,
16.462,887.7785,+,1.093074452E7,,,5,1.048054E7,0.0,1287519.519,1.093074452E7,1.054402857E7,1.025852903E7,
16.472,846.75323,+,1.354297989E8,TG 50:3,TG,10,1.289735528E8,0.0,8380344.256,1.354297989E8,1.263418174E8,1.348505421E8,
16.474,890.82141,+,372141.5404,,,3,372141.5404,0.0,20897.34227,235160.9838,289530.3853,322910.4829,
16.524,955.85602,+,614067.4086,,,2,398431.8439,0.0,20246.76128,614067.4086,497466.5944,364760.2498,
16.525,873.23907,+,358117.3353,,,4,7215.308761,0.0,11860.07368,199564.5561,199213.4246,358117.3353,
16.539,928.82593,+,1400802.124,,,4,173261.2129,0.0,43434.27314,1254012.655,1400802.124,962205.7196,
16.546,1555.41638,-,781641.3576,,,3,781641.3576,14475.04145,0.0,10188.40353,69043.17858,554657.7117,
16.562,942.84961,+,1995453.557,,,5,1863289.059,0.0,78373.26394,1995453.557,1939539.669,1914414.608,
16.565,898.78345,+,1.307662642E8,TG 54:5,TG,7,1.307662642E8,0.0,8010584.793,1.296404145E8,1.084099096E8,1.276390872E8,
