Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Plasma_PS.raw (F1),PDH_Blank_Neg.raw (F2),PDH_Blank_Pos_171003103943.raw (F3),Plasma_Neg_1.raw (F4)+Plasma_Pos_1.raw (F7),Plasma_Neg_2.raw (F5)+Plasma_Pos_2.raw (F8),Plasma_Neg_3.raw (F6)+Plasma_Pos_3.raw (F9),
8.372,1043.53577,-,232850.4918,,,4,202470.7497,5830.003943,0.0,229159.6931,232850.4918,206990.4555,
8.373,1080.56494,-,137715.0609,,,4,137570.5839,4580.137965,0.0,102072.7779,137563.5335,137715.0609,
8.374,1244.56775,-,23695.99898,,,2,21641.8453,698.6318483,0.0,22358.39944,23695.99898,16996.53526,
8.381,911.56256,-,436014.2953,PI 18:0_22:5,PI,4,436014.2953,5171.119017,4818.158578,351772.9881,408530.9363,404093.9794,
8.383,826.55963,-,547285.3634,PC 15:0_20:4,PC,4,436714.1274,14086.65566,0.0,547285.3634,529763.1432,500535.0419,
8.385,858.59686,+,254289.3844,PC 42:8,PC,3,10283.1459,0.0,3479.142714,254289.3844,196043.0392,252086.9033,
8.388,832.58307,+,4108140.934,PC 40:7,PC,4,765784.4344,0.0,72210.36189,4108140.934,4021158.238,3589850.793,
8.389,768.55255,+,1516913.24,PE-NMe2 36:4,PE-NMe2,3,1516913.24,5585.231621,2767.227203,268740.9631,303106.8706,332517.7046,
8.393,563.323,-,178568.7133,,,5,178568.7133,52076.15911,3503.124508,163651.5707,157880.4038,152518.6562,
8.394,890.63605,+,577487.205,PC[OH] OH-43:7,PC[OH],3,73914.71594,0.0,3224.636181,577487.205,510960.1197,524108.3731,
8.396,703.5733,+,9.428940025E7,SM d34:1,SM,4,557692.3196,0.0,88600.17161,9.415403689E7,9.220885953E7,9.428940025E7,
8.396,828.61957,+,110136.4575,PC[OH] OH-38:3,PC[OH],3,3096.434765,0.0,2364.22816,100922.0969,110136.4575,83533.00075,
8.398,788.6604,+,111634.6966,,,3,3108.769436,0.0,2428.871192,95770.41719,111634.6966,94268.6308,
8.399,761.62695,+,392795.4395,,,3,2962.412601,0.0,2314.523085,392795.4395,348216.5832,344641.8246,
8.401,801.54053,+,802325.3266,,,3,437982.1237,0.0,49327.75479,800622.8335,797015.477,802325.3266,
8.402,736.49091,-,39865.0812,,,3,31247.57035,374.6848639,0.0,39865.0812,35463.81981,35286.48563,
8.404,770.56696,+,848613.9872,PC 35:3,PC,3,4571.831683,0.0,59916.93581,571249.9768,782059.4857,848613.9872,
8.404,521.08105,-,533477.008,,,3,533477.008,6760.310644,0.0,3425.730463,39970.30458,331452.3888,
8.405,1024.67505,+,340643.5992,,,4,340643.5992,1291.688048,3301.188967,80963.42783,90734.13736,96329.28692,
8.405,445.08304,-,291958.6044,,,2,291958.6044,2504.184002,0.0,2835.577065,23252.96383,190105.3507,
8.408,339.32565,-,672602.3513,,,4,573482.9787,213076.6395,0.0,672602.3513,614862.2071,482237.6349,
8.408,365.34113,-,229568.788,,,4,190166.8412,7715.406366,0.0,229568.788,212603.7666,207765.0778,
8.409,593.12109,-,8382291.823,,,5,8382291.823,128679.8719,3941.517245,32795.84352,823920.562,4576416.559,
8.409,844.61005,+,232485.5906,,,3,6145.883168,0.0,6378.959267,213142.7868,219032.4065,232485.5906,
8.41,967.17047,-,58263.42791,,,2,58263.42791,702.4951179,0.0,3873.112139,4842.009731,24700.52427,
8.413,683.17072,-,160308.7926,,,2,160308.7926,1596.107671,0.0,1963.241786,4677.093647,74628.63159,
8.414,675.12317,-,67064.17579,,,2,67064.17579,435.9223259,0.0,1985.060114,3132.586767,33850.54423,
8.421,792.58746,+,515785.5469,Plasmanyl-PC O-38:6,Plasmanyl-PC,2,4644.011454,0.0,3641.839447,490948.4725,515785.5469,496098.0415,
8.421,579.06805,-,207942.2184,,,2,207942.2184,1079.073205,0.0,2436.638918,9003.264322,138926.6893,
8.426,959.53174,+,32988.3004,,,2,13471.66873,0.0,3131.214754,27227.32335,28563.99487,32988.3004,
8.469,353.34116,-,188109.9815,,,5,159648.2393,3326.288582,0.0,122651.4866,188109.9815,130721.5856,
8.471,764.52148,+,1390352.619,PE 18:2_20:4,PE,7,288748.9905,1595.804296,59281.12252,1344089.962,1390352.619,1283617.461,
8.472,629.54938,+,871838.5979,,,4,459682.6999,0.0,47775.57067,850158.5264,871838.5979,808021.5372,
8.481,1101.53821,-,43757.48607,,,4,43757.48607,829.2716702,0.0,30476.91592,23836.99516,32596.04536,
8.483,766.57391,+,713945.468,Plasmanyl-PC O-36:5,Plasmanyl-PC,2,93414.61512,0.0,3727.467579,701145.6766,713945.468,587608.2583,
8.483,822.57458,+,139645.1449,PC[OH] OH-38:6,PC[OH],2,10355.00045,0.0,2689.999174,139645.1449,129591.7978,122183.1461,
8.483,623.50244,+,71457.64645,,,2,2655.295431,0.0,2372.7432,64224.08701,71457.64645,56481.34697,
8.488,1019.53674,-,64673.44134,,,4,64673.44134,2137.245278,0.0,60165.12219,58712.27857,57921.10763,
8.489,943.55005,-,243383.7593,,,4,243383.7593,12526.91006,0.0,208430.5193,217971.6773,216581.7984,
8.493,764.58264,+,353795.4454,,,3,24214.31219,0.0,5133.614192,85669.3103,96990.99578,353795.4454,
8.494,861.54822,-,5142724.894,PI 18:2_18:0,PI,5,4627290.683,94067.25281,2352.034342,4035271.965,3927501.246,5142724.894,
8.497,760.20056,+,378662.0612,,,3,378662.0612,0.0,41545.8752,8332.192555,7670.85277,225059.8915,
8.505,706.53687,+,2903884.887,PC 30:0,PC,3,61250.83751,0.0,131147.6509,2798011.335,2903884.887,2701609.761,
8.506,776.57971,+,515073.1322,PC[OH] OH-34:1,PC[OH],4,7178.89878,0.0,49267.66635,497886.0535,515073.1322,489078.2519,
8.507,1186.56836,-,60466.58582,,,3,57931.46592,7441.801996,0.0,54509.79159,54695.50039,60466.58582,
8.507,1110.58167,-,40135.77732,,,3,35802.54013,4837.878552,0.0,38617.24913,36220.62615,40135.77732,
8.508,639.03503,-,268529.6127,,,3,268529.6127,1077.979654,0.0,3838.382787,19819.6335,176371.9639,
8.509,891.17444,-,35950.54588,,,2,35950.54588,416.1954482,0.0,3175.847822,2734.992804,23857.78752,
8.512,801.12506,-,405081.9458,,,3,405081.9458,3389.486416,0.0,3272.009918,29542.91588,319441.6062,
8.514,729.58948,+,8745144.781,SM d36:2,SM,3,9834.505914,0.0,266380.9791,8745144.781,8582117.412,8266624.988,
8.515,729.08423,-,283428.1695,,,3,283428.1695,1269.105722,0.0,3319.690568,19526.93678,183760.3088,
8.515,1028.57935,-,188424.1362,,,5,153268.4806,14207.66113,0.0,187571.0767,186503.1173,188424.1362,
8.515,1104.56531,-,175919.5131,,,4,111737.7214,13665.85464,0.0,155567.1419,154299.9932,175919.5131,
8.523,738.50623,-,210681.783,PE 18:2_18:2,PE,4,180845.0636,3026.941746,0.0,208655.2016,196499.0981,210681.783,
8.523,932.56104,-,81950.29486,,,4,69047.59325,6239.140034,0.0,81589.40814,77385.62133,81950.29486,
8.524,1022.56189,-,435644.8483,,,5,321008.0007,18561.13691,0.0,415268.2706,364604.8295,435644.8483,
8.529,946.57599,-,1046486.22,,,5,985512.5162,50110.10942,0.0,995337.7553,1000820.556,1046486.22,
8.536,864.57391,-,1.302553059E7,PC 16:0_22:6,PC,5,1.244057776E7,375395.5051,0.0,1.268816666E7,1.302553059E7,1.269887671E7,
8.539,802.55957,-,675245.9463,PC 15:0_18:2,PC,5,644470.7233,17170.29663,0.0,662549.4292,675245.9463,671045.2753,
8.546,822.56335,-,89808.38342,Plasmenyl-PC P-16:0_20:5,Plasmenyl-PC,4,87708.84897,1256.590296,0.0,87691.31273,81551.8835,89808.38342,
8.559,1567.13708,-,490350.3438,,,4,435550.5211,422.1282957,0.0,488558.8682,486333.0768,490350.3438,
8.576,913.70068,+,84906.95826,,,2,15456.66157,0.0,3546.011053,57708.04237,79755.44906,84906.95826,
8.579,962.53662,+,308727.391,,,4,91178.16729,0.0,36731.37291,202286.3959,308727.391,272705.374,
8.58,843.04053,+,139071.7666,,,2,10119.65434,0.0,5032.446753,139071.7666,136760.9465,125409.3536,
8.586,782.56781,+,2.08697616E8,PC 36:4,PC,3,4868015.577,0.0,6738341.262,2.068006955E8,2.08697616E8,2.013875057E8,
8.586,1593.15454,-,33152.8902,,,3,26937.15986,423.0560921,0.0,33152.8902,27108.98302,29917.96421,
8.587,880.53455,+,1354681.623,,,3,14536.8423,0.0,64537.41591,1333670.602,1354681.623,1352052.489,
8.587,916.60596,-,36376.59765,,,2,36083.02247,515.1740787,0.0,22862.13137,30762.24999,36376.59765,
8.588,840.62006,+,1.985388188E7,PC[OH] OH-39:4,PC[OH],3,873401.4442,0.0,53019.84136,1.983342854E7,1.985388188E7,1.970882805E7,
8.597,862.62335,+,2894712.341,,,6,2894712.341,16154.4326,4958.896094,2299603.736,766883.2497,790679.2288,
8.597,890.58936,-,775085.5515,PC 40:7,PC,4,775085.5515,19012.14576,0.0,544841.6995,562193.0065,547839.2957,
8.6,790.60529,+,759945.2761,PC[OH] OH-35:1,PC[OH],3,9176.669112,0.0,4563.505543,759945.2761,741016.1779,705586.7365,
8.601,732.55194,+,1.579153552E7,PC 32:1,PC,4,505034.4235,0.0,1136557.249,1.557866076E7,1.579153552E7,1.491262987E7,
8.603,785.59106,-,49982.50969,,,3,40053.65183,589.8515798,0.0,49982.50969,43370.84231,41010.46813,
8.604,1450.12573,-,43646.61199,,,3,36185.44879,421.3393038,0.0,39020.39309,43646.61199,39323.59214,
8.606,687.54254,-,2540371.236,,,5,2487766.579,73367.07972,0.0,2538807.13,2540371.236,2471058.384,
8.609,703.57343,+,1.073293586E8,,,2,1.073293586E8,0.0,3277924.476,67739.0278,268751.0405,314802.4085,
8.61,866.63562,+,4743378.721,PC[OH] OH-41:5,PC[OH],3,1599480.737,0.0,9247.946514,4743378.721,4601484.311,4307885.071,
8.612,919.56866,-,920475.953,,,5,900435.8703,57272.70659,0.0,920475.953,891507.6708,898942.7404,
8.612,642.48486,-,71115.78961,,,4,64266.58966,541.7414545,0.0,71115.78961,57060.89486,61822.4343,
8.613,1543.13965,-,463551.8852,,,2,60187.22381,1737.257552,0.0,452647.7417,463551.8852,430438.8615,
8.614,1077.55774,-,48661.96469,,,3,37699.13186,4518.020611,0.0,48661.96469,33501.68393,34247.91775,
8.615,1532.13513,-,35768.57258,,,4,33483.64824,491.0299117,0.0,35768.57258,35751.05176,33234.15238,
8.615,616.47083,-,32186.44321,,,3,25861.44346,1422.549953,0.0,30892.13998,32186.44321,31854.44389,
8.617,808.58276,+,4.732864165E7,PC 38:5,PC,3,8872329.582,0.0,1345331.753,4.732864165E7,4.679377898E7,4.69958566E7,
8.618,1001.57098,-,376460.3407,,,4,349566.5484,42183.81255,0.0,376460.3407,356906.8646,363490.6082,
8.621,1546.14502,-,414766.1011,,,2,369626.9318,1600.279069,0.0,414766.1011,408696.562,399937.8625,
8.621,815.04907,+,171471.2992,,,3,39569.55726,0.0,3514.685665,158758.9576,171471.2992,145598.962,
8.626,804.54932,+,2.265940778E7,,,3,1902829.211,0.0,627655.0877,1.810265419E7,2.265940778E7,1.439909723E7,
8.626,987.55444,-,38312.81293,,,2,32492.10558,6586.443072,0.0,38312.81293,26042.15273,29122.76705,
8.629,924.26764,+,8064941.957,,,3,26937.55069,0.0,997041.4143,59419.82093,1267180.148,8064941.957,
8.629,698.47119,-,24332.69716,,,3,22828.63049,2417.99294,0.0,23549.88259,21984.79602,24332.69716,
8.633,754.53479,+,2108801.152,PC 34:4,PC,3,176526.0489,0.0,30294.70154,2052766.329,2108801.152,1737940.974,
8.635,790.57184,+,1215201.177,PC O-38:6,Plasmenyl-PC,4,239495.0954,0.0,14858.35941,1191615.361,1215201.177,1125286.988,
8.636,899.56305,-,23450.77496,,,2,9618.376638,273.3572703,0.0,23450.77496,12991.14551,13669.08192,
8.638,1159.55908,-,23871.60888,,,2,20467.6794,2581.163821,0.0,18025.28229,20342.32071,23871.60888,
8.64,1007.58783,-,122603.6963,,,5,109032.8962,23228.85688,0.0,89235.03613,122603.6963,92818.2006,
8.642,1083.57349,-,148524.5039,,,5,137472.4387,28762.71573,0.0,105610.4039,148524.5039,138132.9899,
8.643,952.29846,+,853820.3281,,,2,7275.694796,0.0,31135.43527,7877.760846,81743.03309,853820.3281,
8.653,892.65143,+,136423.1845,,,3,23420.38832,0.0,5682.133193,136423.1845,106389.5436,82156.93356,
8.655,1165.5752,-,40495.20088,,,4,38256.3877,11035.07208,0.0,40495.20088,25626.23878,33354.78473,
8.656,700.23285,+,2212128.092,,,2,35701.7905,0.0,36791.91027,22496.45007,298424.2896,2212128.092,
8.658,1069.55664,-,27319.22564,,,3,25487.65771,9068.019847,0.0,21024.06315,27319.22564,21569.27769,
8.659,887.56354,-,2308953.118,PI 18:0_20:3,PI,4,2259840.194,30402.51281,4285.457608,2148720.886,2308953.118,2130163.908,
8.672,727.57147,+,201348.0895,,,2,45819.2707,0.0,26377.17995,192978.3358,201348.0895,182955.0945,
8.673,743.13812,-,181911.4227,,,2,181911.4227,1387.423767,0.0,2745.429274,7466.815878,87854.38416,
8.674,824.57953,-,149102.9559,Plasmanyl-PC O-16:0_20:5,Plasmanyl-PC,6,149102.9559,2117.363689,3067.17104,111076.4322,118794.0479,114216.1127,
8.685,764.54486,-,536769.6301,PC 14:0_16:0,PC,3,334084.3961,25198.42228,0.0,536769.6301,534546.7853,77205.95806,
8.691,820.58142,+,470557.8526,PC 39:6,PC,4,338106.5597,0.0,24041.9909,278633.7564,470557.8526,400025.345,
8.696,844.51019,-,98592.19784,,,3,84728.60321,2193.367974,0.0,98592.19784,83716.46989,84627.08688,
8.698,764.52167,+,2792173.707,PE 16:0_22:6,PE,6,2792173.707,24404.19392,59281.12252,1332457.662,1326867.821,1282756.878,
8.712,951.60101,-,52625.71491,,,2,50485.95295,3222.686204,0.0,48133.81585,48557.30817,52625.71491,
8.712,1027.58679,-,47566.28366,,,2,42425.77565,1911.570954,0.0,40752.87772,40271.89949,47566.28366,
8.713,818.53967,+,158635.6776,PC[OH] OH-38:8,PC[OH],2,5391.258844,0.0,7564.234472,136712.0535,134024.4176,158635.6776,
8.718,816.62012,+,2.025095124E7,PC[OH] OH-37:2,PC[OH],3,3333942.578,0.0,317280.5764,1.788654078E7,2.025095124E7,1.785319025E7,
8.721,705.58905,+,3268582.912,SM d34:0,SM,3,78473.29294,0.0,168807.4437,3066941.756,3237696.531,3268582.912,
8.722,834.58582,-,137464.8398,PC[OH] OH-34:1,PC[OH],4,125854.4413,2824.751608,0.0,131626.5668,130270.6871,137464.8398,
8.725,713.55792,-,256590.6843,,,4,256590.6843,5639.4244,0.0,254145.8187,249123.7495,155431.5925,
8.728,780.55225,+,1.896025553E7,PC 36:5,PC,3,150804.1379,0.0,1708167.675,1.896025553E7,1.764183377E7,1.676423609E7,
8.729,856.53473,+,1881374.475,,,3,50030.65989,0.0,189251.255,1817209.868,1881374.475,1857907.671,
8.731,729.58917,+,1.025964337E7,,,2,1.025964337E7,0.0,266380.9791,70408.144,91301.76445,95401.75792,
8.737,758.56812,+,3.746417885E8,PC 34:2,PC,2,117729.1123,0.0,1.858398502E7,3.712561584E8,3.602541504E8,3.746417885E8,
8.747,1570.15723,-,71838.48571,,,3,66165.97198,783.9300188,0.0,71838.48571,68946.08183,59099.93053,
8.752,869.59778,-,468965.2366,,,2,454948.2892,18283.51548,0.0,308647.497,468965.2366,452382.0304,
8.757,720.49585,-,236918.5818,Plasmenyl-PE P-16:0_20:5,Plasmenyl-PE,4,199314.5437,2623.957821,0.0,233021.2316,236918.5818,205975.0865,
8.764,1080.56506,-,217178.43,,,5,205036.8449,59059.14136,0.0,217178.43,211453.5509,215453.3712,
8.765,1004.57941,-,269766.5925,,,5,245818.8948,77593.93562,0.0,267332.5122,263260.7663,269766.5925,
8.773,967.17523,-,74057.86213,,,2,74057.86213,972.2445556,0.0,4461.218525,4535.399764,48882.92756,
8.774,655.06647,-,51759.76513,,,2,51759.76513,1076.42387,0.0,4939.25328,5021.383292,39399.71174,
8.777,727.10602,-,207494.6006,,,2,207494.6006,1296.042989,0.0,5946.992407,6045.879127,110324.8002,
8.781,817.15619,-,161556.8499,,,2,161556.8499,1343.259907,0.0,13131.44877,6266.140173,110829.559,
8.782,922.57654,-,2256646.388,,,5,2151939.378,244349.7516,0.0,2256646.388,2230476.223,2184957.348,
8.785,778.552,+,2.261644828E7,,,5,2.261644828E7,5494.915916,1868770.816,1.877037075E7,1.742297939E7,1.691123641E7,
8.786,951.23163,-,343474.7071,,,2,248170.3487,80885.34931,0.0,5959.60627,138030.5371,343474.7071,
8.791,998.56238,-,764705.5691,,,5,731723.5267,83079.84654,0.0,737737.9658,764705.5691,717932.8439,
8.793,791.05023,+,240898.4042,,,3,29454.13621,0.0,3211.401026,115230.2675,240898.4042,130096.2437,
8.8,766.53589,+,519311.6633,PC 35:5,PC,3,147540.2176,0.0,4769.077112,507847.3409,509348.7284,519311.6633,
8.801,840.57446,-,4.001939521E7,PC 16:0_20:4,PC,5,3.89330913E7,1730833.081,0.0,3.866012733E7,4.001939521E7,3.684978234E7,
8.801,880.53522,+,1514876.131,,,2,1514876.131,0.0,64537.41591,103859.5332,112300.4121,109887.9649,
8.81,788.52301,-,277104.272,PE 18:1_22:6,PE,5,277104.272,1208.295356,12239.10339,133321.2872,177768.8037,131865.7658,
8.81,1572.11646,-,208806.7891,,,4,183055.826,27273.02851,0.0,186912.3415,208806.7891,163782.825,
8.821,790.55884,-,3175878.275,PC 32:1,PC,5,3116259.566,166077.2309,0.0,3175878.275,3175497.427,3064662.365,
8.823,872.55975,-,144803.8711,,,5,132256.3214,18354.33263,0.0,128598.7182,144803.8711,133340.9293,
8.83,445.08304,-,144167.224,,,2,144167.224,1382.467719,0.0,6343.558896,6449.039732,80093.47249,
8.832,685.52802,-,49209.41151,,,2,38018.36798,694.2180017,0.0,49209.41151,45288.63123,40719.04781,
8.834,748.52704,+,1114420.733,Plasmenyl-PE P-38:6,Plasmenyl-PE,5,414252.9732,1848.685354,14762.22238,1114420.733,1106924.041,1112388.535,
8.845,852.57306,-,350699.9013,,,4,241844.0346,12889.32519,0.0,350699.9013,296607.4047,279513.4006,
8.845,1024.57703,-,135795.9183,,,4,88499.86395,12935.74473,0.0,135795.9183,120023.543,114847.5733,
8.846,667.13928,-,3020390.913,,,4,3020390.913,60395.57805,0.0,6778.613834,249378.5254,1777730.95,
8.847,866.63593,+,6179250.066,PC[OH] OH-41:5,PC[OH],4,6179250.066,0.0,6992.44077,1574705.981,1651959.903,1580958.005,
8.849,948.59302,-,454572.2158,,,5,434167.5444,49714.50515,0.0,429134.5117,454572.2158,414438.9604,
8.849,844.54614,-,47774.14496,,,4,47774.14496,4107.351646,0.0,36722.78762,42767.57027,46417.2102,
8.85,505.04984,-,550458.39,,,2,550458.39,9541.861337,0.0,6341.697018,40805.70225,367370.0027,
8.85,593.12109,-,114439.8048,,,2,114439.8048,2154.393822,0.0,7001.21123,5639.806548,79437.92818,
8.852,808.58289,+,4.921704629E7,PC 38:5,PC,10,4.921704629E7,0.0,527822.196,1.88542763E7,1.712526747E7,1.991674368E7,
8.858,297.04599,-,2176716.091,,,5,2176716.091,33958.26495,0.0,24780.42515,171720.5359,1420970.113,
8.858,611.5235,-,60475.31962,,,3,35286.3548,1441.919151,0.0,60475.31962,58451.62496,52310.10148,
8.859,906.55176,+,351950.6124,,,4,351950.6124,0.0,4198.568857,90165.56374,90301.00952,100204.5996,
8.864,848.57904,-,201368.0267,Plasmenyl-PC P-16:0_22:6,Plasmenyl-PC,3,200982.2913,5163.542371,0.0,197182.6793,201368.0267,193248.2801,
8.866,1207.76514,-,30732.56704,,,3,27785.89237,637.20324,0.0,30732.56704,26814.77145,28189.03513,
8.867,717.58899,+,2121005.489,SM d35:1,SM,3,354545.3911,0.0,43653.97897,2072181.867,2030056.39,2121005.489,
8.873,313.07742,-,447604.5057,,,4,447604.5057,13403.23251,0.0,8698.466575,38628.21297,292519.4234,
8.878,951.23163,-,1340655.076,,,3,1340655.076,80885.34931,0.0,8431.004123,159466.0977,764573.1558,
8.878,690.54266,+,99083.76924,,,3,14831.4499,0.0,4269.395424,87746.91211,99083.76924,97444.68361,
8.884,722.5119,-,87111.38135,,,4,55073.64737,1195.43798,0.0,84979.28856,87111.38135,65247.98195,
8.885,774.54108,+,438807.0243,PE O-40:7,Plasmenyl-PE,3,76982.8716,0.0,18862.75503,379537.4953,438529.1721,438807.0243,
8.887,729.08423,-,66537.82157,,,2,66537.82157,1341.257874,0.0,7829.718817,4237.746658,36821.56949,
8.893,743.13812,-,135647.1511,,,2,135647.1511,2963.98629,0.0,9461.964801,6986.467138,94422.54389,
8.894,1598.13354,-,65094.17993,,,2,49145.99412,1333.529202,0.0,55193.55077,62906.93209,65094.17993,
8.895,910.57867,-,170032.8073,,,2,170032.8073,2319.677383,0.0,112130.5029,110104.3362,148251.4149,
8.896,893.6062,-,146482.5874,,,2,73886.36992,2328.753321,0.0,146482.5874,143891.0939,111890.836,
8.897,605.54895,+,791233.0126,,,3,28755.09128,0.0,14423.07777,776064.38,644362.4856,791233.0126,
8.897,1259.79407,-,21049.84774,,,2,16986.98328,668.2321022,0.0,19148.5405,16894.99588,21049.84774,
8.91,766.57355,+,1.243152368E7,Plasmanyl-PC O-36:5,Plasmanyl-PC,4,85239.12371,0.0,211231.6143,1.20901167E7,1.213964649E7,1.243152368E7,
8.911,784.16632,+,96014.13232,,,2,37850.81602,0.0,2215.477121,89024.64789,53035.66842,96014.13232,
8.912,824.62585,+,934970.1004,PC 39:4,PC,3,22480.73442,0.0,6389.787331,934970.1004,909546.7838,845702.8007,
8.924,716.52142,+,1341286.003,PE 34:2,PE,4,56732.02576,0.0,58471.6175,1285135.702,1283261.083,1341286.003,
8.934,856.53528,+,2081966.543,,,2,2081966.543,0.0,189251.255,30528.40679,20045.69194,1857907.671,
8.94,887.56073,+,658292.3217,,,2,103378.9452,0.0,52198.47935,591481.097,658292.3217,589748.3794,
8.942,784.58386,+,1.261964765E8,PC 36:3,PC,4,5.382246935E7,0.0,4155874.436,1.261964765E8,1.21204341E8,1.234889143E8,
8.942,842.63599,+,1.088311736E7,PC[OH] OH-39:3,PC[OH],3,4712151.766,0.0,15725.61441,1.080038792E7,1.070695171E7,1.088311736E7,
8.942,915.71228,+,60802.77119,,,3,28385.51587,0.0,3415.030834,53856.56217,52349.1325,60802.77119,
8.945,816.62054,+,3.427592924E7,,,2,3.427592924E7,0.0,317280.5764,601934.6141,6495459.324,10997.68701,
8.945,964.55231,+,285005.7261,,,3,43060.91512,0.0,12235.59718,259384.4376,272574.8174,285005.7261,
8.947,882.55103,+,1038787.217,,,4,232009.4707,0.0,31329.13817,993954.2912,1038787.217,1023499.764,
8.948,689.55701,-,76566.17085,,,2,66810.15089,2851.02887,0.0,76566.17085,74113.5443,74247.54607,
8.95,430.37903,+,258651.2061,,,3,36080.0146,0.0,4996.665795,178521.7724,214893.4947,258651.2061,
8.951,594.51111,-,76847.80428,,,2,52757.728,1836.250897,0.0,65621.98456,76847.80428,45755.30167,
8.953,1040.53918,+,43212.48693,,,2,33957.13886,0.0,4196.378726,33832.97433,39405.50775,43212.48693,
8.955,850.64111,+,280837.467,PC 41:5,PC,3,47378.30829,0.0,20458.81448,273104.3606,277208.2323,280837.467,
8.956,792.58746,+,3757049.994,Plasmanyl-PC O-38:6,Plasmanyl-PC,3,1171812.568,0.0,27303.64411,3358891.34,3216289.963,3757049.994,
8.956,974.56171,-,1410846.943,,,5,1334172.184,259005.9963,0.0,1378624.582,1410846.943,856732.0154,
8.962,898.57635,-,4057844.951,,,5,4057844.951,696719.2073,0.0,4053846.602,3982029.042,3718956.77,
8.963,669.117,-,373918.9277,,,2,373918.9277,1745.30787,0.0,9875.547864,14268.82463,210071.4289,
8.965,1560.11658,-,192455.7525,,,4,180449.0983,3682.781081,0.0,192455.7525,191680.4792,176417.2313,
8.97,816.5744,-,9.452938343E7,PC 16:0_18:2,PC,5,9.452938343E7,5342422.158,0.0,9.008411593E7,9.180410858E7,9.159034889E7,
8.97,741.15814,-,208485.5374,,,2,208485.5374,2269.726475,0.0,12842.88739,13399.08229,141274.9421,
8.97,1496.06909,-,98282.54555,,,3,84439.74038,1513.625329,0.0,94192.01879,98282.54555,72769.5872,
8.971,916.53571,-,260004.3989,,,2,260004.3989,33855.09398,0.0,5973.190342,6231.875001,6353.174702,
8.972,1085.12622,-,2651970.018,,,3,2651970.018,35096.82502,0.0,14831.64251,121217.4155,1302289.615,
8.975,579.06805,-,1017954.899,,,2,1017954.899,14898.63003,0.0,11748.32605,80633.89667,614138.2454,
8.976,461.11438,-,734852.9549,,,2,734852.9549,8379.533482,0.0,11742.22401,53546.31829,411209.2752,
