Checked,Ion,Charge,Molecular Weight,m/z,RT [min],FWHM [min],# MI,Area,Parent Area [%],Study File ID
FALSE,[M-H]-1,-1,1270.6783,1269.67102,11.546,0.104,2,31610.95469,100,F4
FALSE,[M-H]-1,-1,951.6902,950.68292,11.452,0.101,2,31609.95698,100,F5
FALSE,[M+H]+1,1,633.71642,634.72369,19.486,0.12,2,31609.55534,100,F9
FALSE,[M+H]+1,1,370.0934,371.10068,1.847,0.082,3,31607.33743,100,F1
FALSE,[M+H]+1,1,532.41228,533.41956,12.7,0.162,2,31604.87242,100,F9
FALSE,[M+H]+1,1,1167.72185,1168.72913,7.34,0.073,3,31591.75205,100,F8
FALSE,[M+H]+1,1,716.60686,717.61414,10.528,0.198,2,31584.47754,100,F9
FALSE,[M-H]-1,-1,1004.62147,1003.6142,7.026,0.059,2,31580.78368,100,F6
FALSE,[M-H]-1,-1,370.30772,369.30045,6.395,0.097,2,31580.0131,100,F2
FALSE,[M+H]+1,1,624.51171,625.51898,17.848,0.118,2,31574.47998,100,F7
FALSE,[M-H]-1,-1,963.47432,962.46704,7.753,0.123,2,31573.6512,100,F5
FALSE,[M-H]-1,-1,396.22883,395.22156,1.674,0.127,2,31572.04087,100,F6
FALSE,[M-H]-1,-1,1066.04365,1065.03638,7.025,0.062,2,31560.86236,100,F6
FALSE,[M-H]-1,-1,1262.67488,1261.6676,11.5,0.092,2,31558.52933,100,F5
FALSE,[M-H]-1,-1,1000.08058,999.0733,11.68,0.137,3,31554.29374,100,F6
FALSE,[M+H]+1,1,919.85851,920.86578,16.885,0.137,2,31553.78245,100,F3
FALSE,[M+H]+1,1,938.6859,939.69318,16.229,0.088,2,31550.43253,100,F7
FALSE,[M+H]+1,1,774.59917,775.60645,12.472,0.093,3,31548.82991,100,F9
FALSE,[M+H]+1,1,1004.75737,1005.76465,13.407,0.105,2,31540.60713,100,F8
FALSE,[M+H]+1,1,1059.31059,1060.31787,3.917,0.08,3,31540.35948,100,F8
FALSE,[M+H]+1,1,797.62993,798.63721,13.877,0.09,2,31539.96094,100,F8
FALSE,[M-H]-1,-1,1001.74422,1000.73694,11.627,0.097,3,31530.12809,100,F6
FALSE,[M+H]+1,1,880.67455,881.68182,12.856,0.133,3,31526.40711,100,F9
FALSE,[M+H]+1,1,887.86803,888.87531,18.803,0.094,2,31525.91036,100,F7
FALSE,[M-H]-1,-1,815.53102,814.52374,7.023,0.133,2,31525.40793,100,F4
FALSE,[M+H]+1,1,563.18456,564.19183,8.818,0.083,3,31519.25073,100,F3
FALSE,[M-H]-1,-1,1513.10127,1512.09399,10.042,0.078,2,31518.76038,100,F4
FALSE,[M-H]-1,-1,938.10029,937.09302,10.045,0.095,3,31511.2888,100,F5
FALSE,[M+H]+1,1,549.58513,550.59241,10.47,0.128,2,31510.15888,100,F7
FALSE,[M-H]-1,-1,895.48689,894.47961,8.17,0.067,2,31508.03827,100,F6
FALSE,[M+H]+1,1,652.50475,653.51202,10.986,0.085,3,31505.01753,100,F7
FALSE,[M+H]+1,1,979.58312,980.59039,10.41,0.081,2,31503.96204,100,F7
FALSE,[M+H]+1,1,656.55004,657.55731,10.344,0.117,2,31500.73533,100,F9
FALSE,[M+H]+1,1,986.75328,987.76056,17.865,0.1,2,31499.10361,100,F7
FALSE,[M-H]-1,-1,858.52772,857.52045,6.691,0.069,2,31486.41331,100,F5
FALSE,[M-H]-1,-1,1012.72786,1011.72058,15.196,0.098,2,31485.49284,100,F1
FALSE,[M-H]-1,-1,248.17689,247.16962,0.669,0.097,2,31481.56505,100,F1
FALSE,[M-H]-1,-1,901.55073,900.54346,2.797,0.211,2,31476.04105,100,F6
FALSE,[M+H]+1,1,998.68505,999.69232,14.833,0.079,2,31474.30952,100,F8
FALSE,[M+H]+1,1,664.50054,665.50781,0.754,0.045,2,31472.21038,100,F9
FALSE,[M+H]+1,1,856.51103,857.51831,7.266,0.064,2,31471.49458,72.069,F8
FALSE,[M+H]+1,1,687.4478,688.45508,6.969,0.045,2,31461.04491,100,F1
FALSE,[M+H]+1,1,801.12718,802.13446,4.255,0.13,3,31451.98553,100,F7
FALSE,[M+H]+1,1,255.95677,256.96405,0.444,0.088,3,31451.09502,100,F1
FALSE,[M-H]-1,-1,859.4355,858.42822,7.336,0.046,3,31447.86131,100,F5
FALSE,[M-H]-1,-1,1187.57698,1186.5697,8.158,0.074,2,31445.42725,100,F5
FALSE,[M+H]+1,1,758.52843,759.53571,10.631,0.059,2,31444.68917,100,F8
FALSE,[M-H]-1,-1,827.68483,826.67755,11.307,0.089,2,31435.16003,100,F6
FALSE,[M+H]+1,1,735.50633,736.51361,6.391,0.072,2,31434.70134,100,F1
FALSE,[M+H]+1,1,810.67034,811.67761,12.466,0.09,2,31432.85556,100,F9
FALSE,[M-H]-1,-1,339.15895,338.15167,5.288,0.091,2,31430.1094,100,F1
FALSE,[M-H]-1,-1,770.50874,769.50146,7.503,0.059,2,31424.67546,100,F1
FALSE,[M+H]+1,1,529.36022,530.36749,1.565,0.127,2,31419.96781,100,F9
FALSE,[M+H]+1,1,984.65978,985.66705,13.371,0.091,3,31418.04236,100,F9
FALSE,[M-H]-1,-1,384.22691,383.21964,2.44,0.066,3,31415.07408,100,F5
FALSE,[M+H]+1,1,1060.47685,1061.48413,7.632,0.069,2,31409.46198,100,F9
FALSE,[M+H]+1,1,950.84203,951.8493,18.523,0.105,2,31405.0292,100,F7
FALSE,[M-H]-1,-1,310.14165,309.13437,0.606,0.061,2,31404.27722,100,F1
FALSE,[M-H]-1,-1,316.23945,315.23218,3.25,0.112,2,31398.74986,100,F6
