Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Rep1.raw (F1),Hap1_Neg_1.raw (F2)+Hap1_Pos_1.raw (F3),Hap1_Neg_3.raw (F4)+Hap1_Pos_3.raw (F5),Hap1_Neg_2.raw (F6),
13.448,1188.36597,+,554406.7776,,,2,554406.7776,76107.66769,153126.2266,95600.4563,
13.466,1026.78076,+,228128.4873,,,2,228128.4873,122297.7969,171544.4186,108433.977,
13.475,856.71045,+,1.214435164E7,Ether-PC O-42:2,Ether-PC,4,1.214435164E7,1.089594057E7,1.067841571E7,1.018280263E7,
13.475,938.71594,-,1383332.032,,,4,1383332.032,1282962.229,1335178.67,1228363.77,
13.477,1020.71741,-,267416.674,,,4,267416.674,224224.2187,237729.1441,225837.5269,
13.478,806.59192,-,282589.1737,,,2,10210.20365,88828.94955,282589.1737,245555.8979,
13.478,914.76251,+,140175.6642,,,4,140175.6642,114854.16,133841.6724,122968.4803,
13.482,862.68573,-,1570067.737,,,4,854609.1416,1570067.737,1080634.962,1062028.732,
13.483,862.66272,+,161518.5855,,,4,116331.0202,161518.5855,132359.1426,158069.2777,
13.484,809.66907,+,68393.50874,,,2,68393.50874,57471.0465,35464.86696,67216.01312,
13.491,709.60504,-,1718723.119,,,4,1185937.936,1366792.555,1718723.119,1612237.196,
13.496,706.63098,-,5289308.114,Cer[NS] d18:2_24:0,Cer[NS],10,5289308.114,4761919.342,4185482.701,4363522.117,
13.503,946.71893,+,568799.7117,PC 48:6,PC,8,568799.7117,384017.582,361296.3977,375518.3322,
13.516,622.61053,-,131160.6486,Cer[NS] d18:0_22:0,Cer[NS],2,131160.6486,115128.4435,90109.81445,97658.06307,
13.528,878.69226,+,4565741.327,,,4,4565741.327,4277260.002,4314385.52,4412039.202,
13.535,922.71967,+,397070.3795,PC 46:4,PC,4,397070.3795,379545.8563,377815.5997,395974.9009,
13.536,820.60742,-,76108.72972,,,2,3394.63933,8369.368775,76108.72972,59496.9684,
13.541,804.67914,+,3638049.248,Ether-PC O-38:0,Ether-PC,4,2528751.605,3638049.248,2616762.948,3076631.699,
13.544,706.67731,+,618847.9322,,,3,618847.9322,531228.085,612751.3489,580350.6042,
13.547,724.62427,-,319714.0648,,,4,208269.1077,281054.3392,319714.0648,295325.975,
13.548,720.64703,-,2732063.857,,,4,2574833.032,2732063.857,2508383.046,2471776.711,
13.561,970.70343,-,638760.0951,,,2,638760.0951,582884.5898,576717.292,522086.6843,
13.584,830.69446,+,9764480.322,Ether-PC O-40:1,Ether-PC,4,9764480.322,9035726.247,8766503.078,9510997.1,
13.596,846.28662,+,4963479.759,,,4,314126.0272,239783.5371,4963479.759,252217.7333,
13.6,720.69312,+,252811.5359,,,4,252811.5359,237357.247,238988.1168,245561.3409,
13.606,726.65741,-,545011.925,,,4,278440.7054,545011.925,204310.6292,245757.2321,
13.626,412.44818,+,934844.9619,,,4,934844.9619,818448.6622,844757.7198,846651.8431,
13.634,896.70367,+,320192.6815,PC 44:3,PC,4,320192.6815,312107.9753,260518.0914,295332.4284,
13.642,794.59259,-,280201.6575,,,2,23200.85481,103811.8089,280201.6575,246339.9113,
13.643,748.60236,-,119679.0862,,,3,59844.28574,119679.0862,84921.14667,86792.52459,
13.65,552.60394,+,1.004212334E8,,,4,9.882459519E7,9.257653269E7,1.004212334E8,9.882902777E7,
13.653,697.60577,-,1879607.856,,,4,1146353.508,1833559.813,1879607.856,1811865.81,
13.655,683.73407,+,1907971.43,,,4,1787801.398,1511296.794,1907971.43,1757345.901,
13.656,669.71887,+,1127353.588,,,4,1127353.588,893908.5659,1061184.009,1041869.021,
13.657,668.65076,+,403839.1848,,,3,184739.0432,403839.1848,162187.9505,136638.3671,
13.665,786.63123,+,210683.2322,Ether-PC O-37:2,Ether-PC,5,147205.3645,210683.2322,159865.6762,184908.4059,
13.683,634.61041,-,2016142.936,Cer[NS] d18:1_23:0,Cer[NS],11,2016142.936,1438842.471,1186260.46,1135617.297,
13.692,723.60126,-,179360.9373,,,2,164569.7116,179360.9373,49707.43002,71629.54071,
13.693,824.60272,-,149427.2271,,,3,6876.267477,110931.0128,135246.7285,149427.2271,
13.699,727.61615,-,1555312.171,,,4,321746.3466,1555312.171,825453.5566,924785.6243,
13.707,800.68463,+,214729.1317,,,4,214729.1317,204036.5037,192689.9347,199780.0864,
13.712,664.62122,-,4695497.461,,,7,1651733.184,4695497.461,1657404.161,2099776.542,
13.715,694.67712,+,500637.9564,,,4,359952.645,495193.2347,454138.0126,500637.9564,
13.732,494.56256,+,717221.8113,,,4,717221.8113,588632.4282,653338.7001,657846.3964,
13.734,924.73517,+,767824.3691,PC 46:3,PC,3,485769.5787,460244.9888,384788.1862,767824.3691,
13.736,1120.73071,-,153774.3144,,,4,153774.3144,139196.8765,146384.524,142554.2314,
13.738,1038.72888,-,581412.0345,,,4,581412.0345,521899.4169,573573.2114,556724.1455,
13.746,1393.90344,-,531701.7734,,,2,395579.7504,423259.0909,531701.7734,389537.8494,
13.747,594.57947,-,159500.3549,,,4,135220.2826,159500.3549,134615.5188,132289.1376,
13.753,872.70441,+,2482459.312,PC 42:1,PC,3,2289580.961,2482459.312,2071864.621,2314473.408,
13.76,735.61017,-,369766.6976,,,4,319736.1059,369766.6976,332114.3743,329430.2897,
13.763,648.62421,+,993831.8049,Cer[NS] d42:2,Cer[NS],3,435421.5233,993831.8049,543856.5329,688804.1869,
13.763,688.617,+,426949.3171,,,4,177078.1931,426949.3171,215500.4226,282139.5402,
13.763,948.73383,+,345522.5966,PC 48:5,PC,4,340351.208,321354.7423,302742.7229,345522.5966,
13.781,1088.17053,+,339495.879,,,4,339495.879,200339.6396,202540.5566,246986.7759,
13.794,898.71991,+,7576809.751,PC 44:2,PC,4,7576809.751,6874152.223,6977151.833,6956488.617,
13.796,536.57318,+,2435117.897,,,4,2435117.897,2305005.013,2430779.118,2420937.869,
13.798,663.52759,+,537534.2464,,,4,325872.8717,122964.4412,537534.2464,166724.1561,
13.801,838.66254,+,263728.9376,,,7,263728.9376,175490.6006,192102.7822,171985.2173,
13.807,1365.87378,-,382890.5662,,,4,367243.3141,304570.3994,382741.3702,382890.5662,
13.812,986.69879,-,238468.696,,,4,100851.4148,238468.696,140560.5306,148177.7282,
13.815,694.62988,+,451703.7878,DG 18:1_22:1,DG,4,451703.7878,323675.025,367174.8103,436329.0984,
13.82,818.69592,+,129258.2208,Ether-PC O-39:0,Ether-PC,3,129258.2208,86314.55166,117680.9223,119604.4991,
13.821,980.72589,-,511360.6791,PC 20:4_26:0,PC,4,511360.6791,346245.2514,374055.6481,481600.5057,
13.824,966.74701,-,160706.3669,,,4,160251.7597,148416.3374,160706.3669,154521.9227,
13.856,741.57495,+,250441.9351,,,4,250441.9351,232853.225,208577.0142,237499.9706,
13.859,1012.7132,-,767193.9419,,,4,767193.9419,736735.4259,757984.2322,695879.7875,
13.859,788.64807,+,359051.9566,Ether-PC O-37:1,Ether-PC,6,359051.9566,258405.8927,239920.6634,230750.6597,
13.86,1094.7157,-,213612.8203,,,4,206636.8153,213612.8203,201587.3482,204128.3416,
13.861,1486.34363,-,566509.4475,,,2,566509.4475,75533.97032,253880.1614,158568.8087,
13.861,689.54266,+,411219.8966,,,5,411219.8966,374140.1866,307184.2618,368462.0825,
13.863,547.46869,+,1132663.543,,,3,1132663.543,1065854.503,1003694.188,735791.7144,
13.868,922.7193,+,1605270.003,PC 46:4,PC,4,1586874.943,1354883.62,1387328.997,1605270.003,
13.87,868.67206,+,291032.4463,PC 42:3,PC,4,193830.149,291032.4463,178899.6827,183066.0853,
13.871,846.68921,+,2229051.613,PC 40:0,PC,4,1627873.641,2229051.613,1636208.235,1910618.763,
13.885,564.64056,+,122008.6784,,,2,111409.462,94467.89456,20271.44166,122008.6784,
13.906,1369.90735,-,1332597.204,CL 16:1_18:2_16:1_16:1,CL,4,1332597.204,1255764.811,1268696.401,1290008.765,
13.906,1391.88904,-,338030.7722,,,4,320440.4431,338030.7722,283890.8735,324064.963,
13.911,930.76227,+,106440.6419,,,4,92313.35252,102728.4014,106440.6419,100977.2691,
13.912,872.70465,+,9715277.864,PC 16:0_26:1,PC,8,9715277.864,9153300.824,9525499.815,8658678.165,
13.912,980.27155,+,3653728.432,,,4,3653728.432,812276.5322,1745473.329,911660.6084,
13.912,894.68732,+,1329656.611,PC 44:4,PC,4,1329656.611,1194635.759,1068261.685,1177991.325,
13.912,910.6604,+,475993.3427,,,4,475993.3427,437769.0179,203461.2437,446062.273,
13.913,1021.29773,+,4897954.982,,,4,4897954.982,1210045.968,2682942.414,1475018.889,
13.919,950.75116,+,321286.6711,PC 48:4,PC,4,321286.6711,293123.801,279489.3141,283340.3032,
13.928,412.44791,+,89205.15295,,,3,89205.15295,78550.14092,80589.42914,82046.85091,
13.939,940.72504,-,213056.7314,,,2,213056.7314,210538.4591,170867.7674,172056.6972,
13.951,692.65204,-,610327.2373,,,2,472001.7347,610327.2373,372763.4599,405953.6145,
13.952,628.60004,-,95307.64072,,,4,95307.64072,94507.53407,83831.19202,82222.86519,
13.967,883.72949,+,271199.9745,,,3,271199.9745,183697.5314,253727.4813,244229.813,
13.974,982.78296,-,92751.79072,,,4,83132.98739,92751.79072,86410.61001,86136.40491,
13.975,591.65167,+,118636.6023,,,4,111314.1628,108328.0624,111874.5201,118636.6023,
13.976,976.76709,+,774125.9472,PC 50:5,PC,4,774125.9472,676459.2443,697956.3064,680803.9445,
14.006,1008.79584,-,229656.1995,,,4,229656.1995,226829.5074,203571.0399,203941.2223,
14.023,856.6748,+,728040.4254,PC 41:2,PC,7,728040.4254,410047.6519,356225.8724,405633.2419,
14.032,666.63654,-,377351.5164,,,3,333466.7074,377351.5164,324887.6301,321567.0036,
14.036,788.63409,-,95820.23021,,,2,40119.43563,53161.60518,95820.23021,93387.27485,
14.037,834.62323,-,323131.8377,,,4,68891.0971,102513.4427,323131.8377,293350.966,
14.041,818.69525,+,188992.6204,Ether-PC O-39:0,Ether-PC,3,129505.6717,188992.6204,145231.9802,155139.9366,
14.045,1417.90527,-,302021.1609,,,4,291090.8243,295367.0273,239464.0715,302021.1609,
14.046,737.63696,-,1805916.987,,,4,1193404.819,1595592.998,1805916.987,1702404.217,
14.048,1395.92017,-,1061788.169,CL 16:1_18:2_16:1_18:2,CL,4,1037972.979,913943.018,970246.3925,1061788.169,
14.052,734.66254,-,4476015.764,Cer[NS] d18:1_26:1,Cer[NS],11,3925314.694,4476015.764,3802573.313,3790076.713,
14.072,551.62769,+,2169603.044,,,3,2169142.687,1606209.087,1984875.84,2169603.044,
14.077,608.62982,+,161381.8335,,,4,146398.94,156648.7861,161381.8335,158388.9544,
14.081,1002.78271,+,759377.4751,,,4,759377.4751,687410.5875,688456.2046,699637.0601,
14.091,940.89886,+,121998.5558,,,4,117735.998,93584.19502,107117.0135,121998.5558,
14.097,992.64764,-,106586.8318,,,3,90649.77585,106586.8318,88131.19522,96385.56564,
14.098,692.65186,-,1597303.907,,,4,1597303.907,1169870.744,1153828.656,1167627.198,
14.102,734.70844,+,660661.4624,,,4,574436.3373,594689.1507,610596.1644,660661.4624,
14.113,910.64551,-,411590.9658,,,4,379895.1364,411590.9658,364207.5928,370141.5223,
14.117,757.64362,+,3614391.203,,,4,236629.3475,190528.0148,3614391.203,240195.2831,
14.117,1051.74854,-,263161.1606,,,4,181883.3604,263161.1606,213994.65,213573.1152,
14.122,1331.89209,-,133496.0704,,,2,110245.3882,116411.8499,133496.0704,121719.8951,
14.123,969.74591,-,1703357.668,,,7,1388643.685,1703357.668,1538823.69,1522159.249,
14.128,1021.77618,-,379302.9534,,,4,379302.9534,248617.6228,231786.9569,255160.4082,
14.129,995.76117,-,1864863.843,,,7,1864863.843,1509893.889,1448557.238,1443664.83,
14.139,1445.93579,-,1010003.728,,,4,912597.4467,1010003.728,913683.1605,984007.2939,
14.147,692.69824,+,446715.72,,,4,440750.3383,377684.4869,436624.9236,446715.72,
14.148,790.64783,-,159676.026,,,2,74648.18104,159676.026,100442.2182,119150.3252,
14.156,808.60779,-,1734831.423,,,4,340254.9177,645103.0564,1734831.423,1598324.183,
14.164,833.57928,+,307297.4195,,,4,307297.4195,281991.8802,228203.4453,279419.7371,
14.166,708.64661,-,4.931736112E7,Cer[NS] d18:1_24:0,Cer[NS],11,3.306201268E7,4.931736112E7,3.613289398E7,3.729696092E7,
14.166,711.62103,-,1.099063975E7,,,4,6856540.192,1.001002411E7,1.099063975E7,1.080290158E7,
14.166,932.89484,-,266735.2482,,,4,200732.174,266735.2482,225409.7721,215441.8045,
14.167,762.61731,-,581309.4095,,,4,321494.8688,581309.4095,476591.6031,493277.7319,
14.167,853.67932,+,365581.5424,,,4,355452.5084,283052.2411,365581.5424,313548.3487,
14.169,732.6582,-,183535.8053,,,4,153589.844,183535.8053,168432.1197,163644.4759,
14.172,577.51459,+,1059923.589,,,4,949631.1953,1043899.094,964943.4594,1059923.589,
14.172,738.65729,-,350695.4016,,,3,154045.7277,350695.4016,174508.0928,211581.1301,
14.172,988.83105,-,194953.483,,,4,159800.4708,194953.483,148920.2856,145353.3259,
14.174,1357.90759,-,509557.7876,,,4,426576.405,478904.7571,509557.7876,482042.7863,
14.174,904.86389,-,276214.1845,,,3,176385.1904,276214.1845,212209.9214,217552.7357,
14.174,412.44791,+,110358.5636,,,2,110358.5636,89897.50421,104845.2988,105083.7913,
14.176,988.78766,+,527934.2371,,,4,381329.1273,527934.2371,434977.33,497660.5878,
14.176,621.48358,+,272038.5346,,,2,266146.6651,246945.2003,244063.5695,272038.5346,
14.181,908.73969,+,342861.306,,,4,324701.8172,301406.4529,290559.0255,342861.306,
14.219,830.61066,+,89335.91319,,,4,69431.84258,89335.91319,66215.67495,86592.59685,
14.219,751.7597,+,64908.43375,,,2,52563.98255,64811.13313,60383.84211,64908.43375,
14.22,708.69257,+,6479359.797,,,4,4822776.623,6479359.797,5734585.859,6194726.065,
14.221,737.74384,+,423377.0511,,,4,359420.5624,400810.9269,411620.0101,423377.0511,
14.221,754.62445,+,208023.6517,,,4,187000.5813,202798.0909,186002.6918,208023.6517,
14.225,940.72473,-,156321.2888,,,4,151083.032,156321.2888,145343.9182,147781.2026,
14.226,1471.95227,-,810603.427,,,4,810603.427,686245.5347,571595.7438,635822.9103,
14.234,566.61981,+,809710.96,,,3,809710.96,689014.7816,766947.7596,759185.9219,
14.234,1034.771,+,124451.9748,,,4,124451.9748,82841.5105,99460.87808,81212.13463,
14.238,1039.78699,-,181813.4684,,,4,163769.0097,163599.6759,172916.6061,181813.4684,
14.271,1383.92432,-,403814.5973,CL 16:1_18:2_16:1_17:1,CL,4,387742.9868,403814.5973,402542.6337,403605.5516,
14.276,522.5575,+,165699.2408,,,4,147863.2565,153312.813,165699.2408,163062.6493,
14.279,1028.79724,+,241435.6834,,,4,218487.3941,195457.7994,241435.6834,182735.969,
14.334,713.62659,-,470243.0477,,,2,461079.0961,465930.5207,470243.0477,468992.693,
14.336,536.57312,+,611243.3316,,,4,536498.9864,539821.4375,611243.3316,534743.9358,
14.344,944.72351,-,168294.045,,,4,168294.045,158513.7112,157552.0094,154175.6072,
14.406,508.57825,+,2.68536105E7,,,3,2.68536105E7,1.709866345E7,1.982728374E7,2.654327234E7,
14.406,920.30475,+,2677707.23,,,4,170979.8739,142732.6292,2677707.23,160183.0362,
14.407,1525.92249,-,192482.9992,,,3,149305.4701,153329.3706,192482.9992,176712.4483,
14.421,1057.78906,+,96710.63891,,,2,96710.63891,69522.91485,69998.10144,90843.13474,
14.427,1443.92151,-,704264.5244,,,4,613392.9596,704264.5244,665248.4094,669868.8337,
14.447,1421.93445,-,2235626.358,CL 18:2_18:2_16:1_18:2,CL,2,2235626.358,1325452.46,1175080.716,1214059.349,
14.459,1319.89246,-,214549.6637,,,4,158967.7795,214549.6637,200345.4211,203852.3023,
14.46,662.64111,-,100159.5854,Cer[NS] d18:1_25:0,Cer[NS],2,100159.5854,94581.59209,88574.82156,81889.41249,
14.464,972.71765,-,251404.4494,,,4,102733.8644,251404.4494,137828.6516,142405.4246,
14.467,890.71613,-,1307791.79,,,4,569393.0923,1307791.79,707211.0175,767265.2377,
14.477,1345.90747,-,3147503.64,,,4,2678249.141,3147503.64,3027606.985,3022455.952,
14.487,1459.9624,-,149083.3848,,,3,100417.2868,149083.3848,114522.839,116134.2795,
14.5,734.66254,-,202638.9799,,,3,202638.9799,192393.2313,189691.3436,185775.838,
14.512,1475.90259,-,831498.6015,,,4,731586.7482,831498.6015,827453.3669,814691.7024,
14.513,1557.9082,-,328734.6341,,,4,328734.6341,265245.3548,314720.4303,297146.4574,
14.514,1371.92297,-,1.521554275E7,,,4,1.26381327E7,1.44006912E7,1.521554275E7,1.455304333E7,
14.514,426.46381,+,1786131.658,,,4,1786131.658,1484534.185,1486755.759,1586330.335,
14.514,998.73297,-,269422.3502,,,4,268376.1448,260564.7461,269422.3502,246486.4525,
14.514,908.73969,+,151577.5917,,,2,99573.48169,88723.60603,87800.89936,151577.5917,
14.515,916.73132,-,1408791.846,,,4,1408791.846,1360322.953,1360382.33,1327839.052,
14.528,521.453,+,631716.1757,,,4,631716.1757,581986.3186,559109.8913,612601.7932,
14.53,906.75043,-,208634.596,,,4,208634.596,180892.1568,192191.114,191692.5431,
14.532,680.65125,-,135730.4842,,,4,115984.2631,135730.4842,116325.5678,112066.5809,
14.568,916.77917,+,178788.5629,,,4,145023.3812,168566.2791,178788.5629,172426.0853,
14.57,547.46869,+,3374704.319,,,4,3374704.319,3248587.523,3112247.586,3305362.065,
14.57,723.63574,+,167450.3935,,,3,167450.3935,142039.4941,153415.9074,155051.0638,
14.573,652.6557,+,146468.6375,,,2,78228.55527,146468.6375,134943.3062,112726.7923,
14.576,575.49951,+,7775109.474,,,4,4278077.231,7775109.474,5725642.759,7377331.918,
14.577,906.79535,+,197350.8434,,,4,197350.8434,171597.2396,182007.1375,196865.023,
14.589,716.66626,+,249130.5737,,,4,233125.1347,213743.8191,249130.5737,200905.5862,
14.595,696.68182,+,319910.4076,,,2,30627.55536,109500.625,319910.4076,17487.17944,
14.602,1397.93799,-,1.093864143E7,CL 16:1_18:1_16:1_18:2,CL,4,1.093864143E7,1.009838421E7,1.017222135E7,9702332.972,
14.604,1419.92017,-,2886453.808,,,4,2352393.664,2886453.808,2708175.875,2594659.706,
14.607,1501.91956,-,703470.2104,,,4,703470.2104,694551.8846,617674.726,573557.7837,
14.612,981.75958,+,245922.3224,,,4,192510.7041,230469.5791,204025.4839,245922.3224,
14.614,940.73315,+,222554.2952,,,4,222554.2952,185637.9831,173143.6721,184470.4423,
14.615,1583.92542,-,285744.6359,,,4,267469.3843,285744.6359,236775.7452,226428.7502,
14.62,1007.77466,+,530263.9449,,,4,530263.9449,524144.5751,415232.1139,446774.8404,
14.643,736.67767,-,145079.4785,,,3,145079.4785,143990.6882,104313.0138,133040.0816,
14.644,1095.31628,+,4289309.926,,,4,4289309.926,884705.2518,2132918.214,1096170.409,
14.644,1054.29028,+,3218558.478,,,4,3218558.478,636383.667,1487356.343,743419.7439,
14.653,987.67767,+,578712.3612,,,4,578712.3612,435598.1405,350543.2957,491537.7561,
14.656,725.64496,-,398738.1013,,,2,182692.8357,398738.1013,327930.4211,320537.6835,
14.675,564.64056,+,120683.6778,,,4,113744.681,110847.4918,117674.4651,120683.6778,
14.686,662.64111,-,361351.1451,Cer[NS] d18:1_25:0,Cer[NS],11,328003.4824,361351.1451,230118.088,228796.2635,
14.716,522.5578,+,250820.6264,,,4,250820.6264,235355.6895,233988.8814,239986.4646,
14.716,722.70844,+,204244.1421,,,4,119198.7188,204244.1421,182922.7071,181839.6921,
14.734,1445.93579,-,2126899.62,,,4,1555969.14,2126899.62,1607366.095,1942666.073,
14.735,1527.93628,-,502847.0005,,,4,502847.0005,444336.5932,423734.1411,385575.5949,
14.736,1423.9541,-,7670476.563,CL 18:2_18:2_16:1_18:1,CL,4,7670476.563,7378320.423,6560905.826,6216927.115,
14.75,534.59393,+,461267.2639,,,4,461267.2639,382022.981,415987.9725,420109.4247,
14.751,717.57513,+,238066.1308,,,4,238066.1308,183976.828,141966.4775,202776.6552,
14.756,748.6759,+,135330.0562,DG 18:1_26:2,DG,4,115744.6577,102568.9203,135330.0562,115689.6076,
14.764,1436.96301,-,173578.7083,,,2,125097.9143,173578.7083,145308.8902,165215.7182,
14.767,622.61011,-,118619.8508,,,4,90801.0064,118619.8508,113839.0459,108569.3326,
14.768,722.66107,+,413509.5241,DG 18:1_24:1,DG,4,413509.5241,347828.4009,407959.5721,370464.6682,
14.77,580.63489,+,4.322635353E7,,,4,4.219864016E7,4.160177264E7,4.193185648E7,4.322635353E7,
14.773,697.74951,+,380310.7054,,,4,379372.628,311925.6876,380310.7054,346153.7222,
14.774,711.76556,+,658578.5383,,,4,658578.5383,519471.6115,633154.0787,570595.1212,
14.788,1018.77899,+,223409.5768,TG 20:4_22:6_22:5,TG,4,223409.5768,189096.9553,201696.8491,202971.2116,
14.79,1059.80493,+,168755.6127,,,4,168755.6127,144851.0488,132231.2256,147759.6758,
14.793,788.755,+,101001.1297,,,2,2568.893758,97244.26688,101001.1297,97538.9242,
14.802,1144.23157,+,116687.9085,,,2,116687.9085,94684.75667,87931.05425,109936.1098,
14.803,536.57312,+,131422.1431,,,3,124953.4827,126556.8436,127251.3384,131422.1431,
14.806,1033.78906,+,277138.7734,,,4,271364.1419,243376.64,277138.7734,259593.0332,
14.81,997.71936,+,162161.0951,TG 20:4_20:4_22:6,TG,3,162161.0951,122903.5416,108255.8667,124747.8563,
14.813,564.60425,+,1069539.722,,,4,976473.8072,1007961.779,1069539.722,1063635.323,
14.817,1040.74414,-,357977.7189,,,4,357977.7189,338230.5507,343479.3877,329003.9211,
14.83,875.72296,+,478374.4317,,,3,270689.0929,478374.4317,271157.9846,351941.2173,
14.831,896.70325,+,123791.665,,,2,42503.57401,123791.665,58264.12348,88586.32015,
14.836,440.47943,+,214172.2787,,,4,214172.2787,196578.3575,207915.4735,198920.3398,
14.837,1359.92334,-,696358.5361,CL 65:3,CL,4,589573.2793,689993.2741,664926.6165,696358.5361,
14.837,1381.9054,-,160597.9795,,,4,160597.9795,139415.9402,142691.8589,134144.7709,
14.843,1449.96558,-,3476363.225,,,3,3159271.149,3476363.225,2795681.583,2581920.9,
14.846,1004.79785,+,234223.0756,,,4,234223.0756,215132.4075,214737.4319,222403.6437,
14.852,712.64032,+,1160784.81,TG 40:0,TG,4,112867.4741,95480.438,1160784.81,99395.76453,
14.861,890.71777,+,293117.218,,,4,275705.0708,236585.2225,293117.218,236689.599,
14.864,1407.92102,-,922072.0431,,,4,640027.7157,922072.0431,875187.6646,835928.6083,
14.865,1385.93921,-,3218654.362,CL 17:1_17:1_16:1_17:1,CL,4,2570235.157,3167232.54,3218654.362,3150522.375,
14.883,649.51526,+,443515.4476,,,4,383454.2964,426534.2887,443515.4476,348441.0443,
14.884,788.75623,+,118080.1183,,,2,118080.1183,97244.26688,3923.441806,97538.9242,
14.91,1023.79285,-,1207159.765,,,4,1095850.808,1207159.765,1178309.964,1136497.172,
14.916,1026.82324,-,98846.90087,,,3,93298.13091,91502.34659,97266.67941,98846.90087,
14.918,1079.78003,-,278343.5209,,,4,124209.126,278343.5209,198435.3415,200888.9375,
14.92,997.77765,-,1956959.908,,,6,963124.1098,1956959.908,1404434.122,1462235.189,
14.925,1499.98315,-,614316.029,CL 18:2_20:3_18:2_20:3,CL,4,552988.6986,587415.667,614316.029,591507.7963,
14.925,561.48407,+,573280.198,,,4,535933.6353,542798.6217,499847.5837,573280.198,
14.948,1515.93884,-,176682.7786,,,3,155006.5972,176682.7786,168853.2451,167520.7981,
14.952,1433.93665,-,507713.9115,,,4,405154.5063,495188.3062,507713.9115,498198.343,
14.953,1411.95471,-,2220645.087,CL 17:1_18:2_16:1_18:1,CL,4,1777453.399,1838172.8,2200230.914,2220645.087,
14.972,605.54578,+,740867.5256,,,4,581118.7842,740867.5256,613842.6731,692449.3313,
14.979,1016.81915,+,466926.2928,,,4,278715.5124,466926.2928,316845.7548,404179.7397,
14.999,937.6629,+,542502.5516,,,4,542502.5516,427020.8155,391040.1679,464743.9679,
15.002,921.70508,+,164549.356,,,3,164549.356,115089.1802,133826.6475,94683.30194,
15.007,697.64288,-,78627.94584,,,3,57230.22677,72925.92111,76164.95218,78627.94584,
15.023,694.66797,-,718869.6197,,,4,628776.1268,718869.6197,635039.321,605926.0767,
15.049,942.74915,+,1390588.948,TG 16:1_20:4_22:6,TG,8,1390588.948,1156297.681,1124865.022,1122171.429,
15.07,454.49521,+,374027.7533,,,4,374027.7533,325506.2365,347691.2587,347763.8221,
15.076,1437.97412,-,906832.3547,CL 17:1_18:1_16:1_20:3,CL,4,736285.8773,906832.3547,873740.968,867269.3977,
15.076,636.6615,+,235574.946,,,4,218449.9897,235574.946,231315.7815,230785.1025,
15.079,619.68262,+,151959.0941,,,3,4420.550934,151959.0941,141731.2374,150564.976,
15.082,522.59399,+,1118806.722,,,4,1118806.722,952481.1335,1089143.305,1029691.031,
15.088,1459.95142,-,271262.1028,,,4,209521.37,271262.1028,256260.1793,253201.4484,
15.119,1449.96582,-,4165023.424,CL 18:1_20:4_16:1_18:1,CL,4,2514208.117,4165023.424,3836081.846,3337629.697,
15.121,764.67157,+,576307.4506,TG 12:0_16:1_16:1,TG,4,503623.3675,385475.1912,576307.4506,423271.8766,
15.122,989.69263,+,508277.6294,,,4,508277.6294,365725.1699,463657.0597,350323.4308,
15.124,1553.95483,-,172226.7613,,,2,151174.2542,151932.8646,159247.5299,172226.7613,
15.145,1015.70703,+,229595.4076,,,4,202444.2974,173971.3662,229595.4076,152857.1589,
15.148,739.65295,-,512808.5809,,,4,187364.3878,512808.5809,356437.2252,348399.9128,
15.159,1347.92407,-,627089.3618,CL 16:1_16:0_14:0_18:1,CL,3,435042.3912,627089.3618,537424.3482,536157.7736,
15.16,1463.98792,-,212639.9921,CL 18:2_18:1_17:1_20:3,CL,4,178754.7082,204600.5018,212639.9921,185845.3783,
15.173,1395.92102,-,1386744.346,,,4,1214645.961,1386744.346,1347490.52,1328082.623,
15.175,1585.93958,-,638618.0615,,,4,638618.0615,583598.6731,628283.7615,557063.4532,
15.177,1373.93909,-,8254797.692,CL 16:1_18:1_14:0_18:1,CL,4,6817225.758,8254797.692,7857675.767,7823488.968,
15.178,676.65649,-,436592.9799,Cer[NS] d18:1_26:0,Cer[NS],11,382870.0496,436592.9799,270618.009,264105.0869,
15.179,1503.93555,-,2329920.321,,,4,2113637.325,2199106.549,2329920.321,2012900.016,
15.191,1399.95398,-,5.837576902E7,,,4,5.082753222E7,5.785998626E7,5.837576902E7,5.620076008E7,
15.203,840.70056,+,496533.7867,,,4,425018.7978,344819.2165,496533.7867,368414.7047,
15.211,871.67346,+,383455.9445,TG 14:0_16:1_22:6,TG,4,383455.9445,190090.7571,193206.8543,228857.1904,
15.211,937.73224,+,132933.0674,,,4,132933.0674,110197.5893,132627.0126,112813.9618,
15.216,736.72351,+,637038.2425,,,4,452410.175,637038.2425,448318.0745,519271.2793,
15.222,968.92963,+,176028.674,,,3,169059.0892,172429.6201,176028.674,170560.4758,
15.224,579.65851,+,3662825.879,,,3,3310714.983,3375599.182,3662825.879,3395591.53,
15.226,521.45294,+,281541.8467,,,3,249180.4517,279584.2117,281541.8467,246777.859,
15.231,907.74414,+,1955005.276,,,2,1955005.276,1651845.923,1522916.659,1941067.828,
15.233,549.48297,+,1413899.2,,,4,1219073.534,1244764.22,1413899.2,1101955.017,
15.235,983.77411,+,857871.9146,,,4,814365.6379,776449.3795,607533.338,857871.9146,
15.243,575.49951,+,2.328045123E7,,,4,2.223220787E7,2.328045123E7,2.146147124E7,2.186403515E7,
