Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Yeast_PS.raw (F1),JAS_Blank_Neg.raw (F2),JAS_Blank_Pos.raw (F3),Yeast_Neg_1.raw (F4)+Yeast_Pos_1.raw (F7),Yeast_Neg_2.raw (F5)+Yeast_Pos_2.raw (F8),Yeast_Neg_3.raw (F6)+Yeast_Pos_3.raw (F9),
1.444,435.25098,-,167330.0796,,,4,167330.0796,450.4585855,0.0,149540.0343,153276.4815,151630.1971,
1.473,525.18085,+,72857.03429,,,2,38999.9042,0.0,15869.85923,72857.03429,71556.38076,43829.63271,
1.484,459.31104,-,24858.30605,,,4,20972.00322,268.6897146,0.0,22979.81738,24858.30605,24329.77309,
1.493,417.22702,-,28164.20391,,,4,21266.16425,212.1008622,0.0,20689.47426,28164.20391,26042.27391,
1.506,669.29626,-,23636.00849,,,7,23307.79847,7542.452687,2686.074205,17470.0593,23636.00849,21857.27577,
1.523,525.22748,-,29742.87771,,,4,23030.32608,96.91985274,0.0,27017.18643,29742.87771,28482.6402,
1.528,419.2345,+,38578.86796,,,2,24131.03132,0.0,1408.229483,36076.24292,38578.86796,36303.17547,
1.531,473.28198,-,370836.3797,,,5,370836.3797,10684.29109,4029.254949,207874.6214,180398.6532,167040.45,
1.551,639.28137,+,9526.759048,,,2,9364.729685,0.0,188.0777467,9526.759048,7676.472103,9435.52771,
1.555,461.32657,-,25753.55154,,,4,25753.55154,411.5244835,0.0,20358.06465,24606.7857,24301.61172,
1.557,599.31964,-,180738.3544,LysoPI 18:0,LysoPI,7,180738.3544,7081.010955,779.4115323,150752.2681,160938.6595,155053.9648,
1.563,530.36847,+,32991.6892,,,2,29453.5471,0.0,10224.24938,29569.51088,32991.6892,30093.87992,
1.564,613.43939,+,105355.1046,,,4,96081.52146,0.0,438.5575264,92318.73235,100301.9431,105355.1046,
1.565,526.31421,+,96897.65215,,,7,96897.65215,667.1125351,822.4497321,33924.04876,40746.21611,38996.11178,
1.597,247.16956,-,27300.93698,,,4,27300.93698,1744.767092,0.0,21289.16785,26865.69012,22479.16372,
1.607,449.26642,-,26033.95461,,,3,19930.04265,108.8681424,0.0,23851.93861,26033.95461,24695.90485,
1.616,454.29233,+,524349.6595,LysoPE 16:0,LysoPE,7,524349.6595,2327.47065,1626.585349,193599.5175,164755.5492,172843.9392,
1.617,381.23065,-,29696.90151,,,2,17245.85038,3236.675885,0.0,26279.94645,29696.90151,23993.30701,
1.622,535.21814,-,39752.30435,,,2,32135.06764,85.28318071,0.0,35488.20524,39752.30435,35836.1545,
1.634,496.33926,+,3418519.72,LysoPC 16:0,LysoPC,10,3418519.72,0.0,31451.36305,3036410.973,2742438.469,2781616.147,
1.636,594.30731,+,67687.84276,,,4,67687.84276,0.0,1717.111642,52645.16004,54777.97111,58296.22913,
1.646,732.11902,+,29161.70716,,,2,1532.44917,0.0,283.0266155,27887.34537,27944.32301,29161.70716,
1.661,672.34186,+,36971.86741,,,4,36971.86741,0.0,1804.982597,23168.08672,23683.30787,24635.37818,
1.678,738.35052,-,24833.24222,,,2,18271.36539,228.4806538,0.0,24833.24222,24545.79675,13124.85737,
1.679,535.36273,-,27547.36419,,,4,23974.42937,166.3227,0.0,23212.82002,27547.36419,23802.23785,
1.683,395.22198,-,22116.7679,,,4,15174.82204,188.1741522,0.0,20720.22805,22116.7679,19539.2455,
1.693,522.35486,+,7327976.29,LysoPC 18:1,LysoPC,9,5714412.408,0.0,8188.334819,7327976.29,4577399.779,4689443.581,
1.693,399.24997,+,185127.7277,,,5,185127.7277,177.7679106,601.6371455,24760.18587,23717.74029,23506.92014,
1.707,664.46222,+,261118.6468,,,6,261118.6468,0.0,84091.88059,148135.3166,219483.8933,119657.5823,
1.707,518.25494,+,67382.9475,,,7,67382.9475,0.0,134.6798717,64371.00293,57907.92221,33733.98744,
1.708,680.41296,+,42589.01938,,,4,37236.83669,0.0,1089.464585,40793.95429,41929.9598,42589.01938,
1.714,299.25827,-,83714.44468,,,4,65799.39447,6602.212313,0.0,64570.49573,66696.68441,83714.44468,
1.714,796.54114,+,50271.06961,,,3,50271.06961,0.0,10997.17785,30608.54366,29346.2879,32073.73245,
1.721,616.23175,+,23903.79076,,,2,23903.79076,0.0,149.6106494,11048.65048,13021.18429,14888.26806,
1.722,752.51563,+,61335.95544,,,3,61335.95544,0.0,15290.64122,50125.00091,48760.92148,52122.4269,
1.724,480.30792,+,3101560.639,LysoPE 18:1,LysoPE,13,3101560.639,749.7037279,751.2076925,1032558.53,835036.1024,831835.9588,
1.735,532.38373,+,716049.9961,,,5,716049.9961,0.0,206392.2914,247191.5045,286504.033,298574.8794,
1.741,429.18277,-,17696.73752,,,3,12864.76569,118.1122629,0.0,12899.8313,17696.73752,13496.99965,
1.748,444.33133,+,223532.8349,,,5,223532.8349,0.0,47285.25196,48602.92998,49918.68043,60002.94967,
1.75,620.43646,+,304084.1533,,,5,304084.1533,0.0,98005.26522,219875.0019,170066.7385,235523.4982,
1.761,530.32373,+,179126.636,LysoPE 22:4,LysoPE,9,179126.636,202.1672397,165.644472,50431.72452,93758.14263,94430.34903,
1.769,351.22037,-,24682.83699,,,2,12393.75476,3005.580984,0.0,19528.20846,24682.83699,17520.81958,
1.775,485.35797,+,127302.7731,,,2,127302.7731,0.0,8367.912072,5787.569176,6213.174435,6633.976082,
1.781,529.38422,+,73512.89938,,,4,73512.89938,0.0,19485.80619,21937.6967,29025.7806,35570.97321,
1.781,725.38818,-,15103.51679,,,4,14469.34602,120.3676649,0.0,12099.34397,13115.36173,15103.51679,
1.793,634.41534,+,114125.3341,,,4,114125.3341,0.0,36251.90091,55497.73836,59094.17215,91928.12319,
1.8,472.36292,+,57125.75782,,,4,40930.15735,0.0,13215.60296,41446.89001,57125.75782,51147.8299,
1.807,425.34766,+,8543.444601,,,3,8543.444601,0.0,86.05824223,8322.894052,7304.538222,6418.806111,
1.808,989.48401,+,53255.13657,,,3,28642.80656,0.0,172.4206552,53255.13657,23993.92544,25410.36103,
1.808,462.29718,+,50810.81683,,,4,41069.58322,0.0,124.6153745,50458.09361,50810.81683,49940.58479,
1.862,503.31604,-,17362.2701,,,4,14329.9585,175.1120318,0.0,15641.14381,17362.2701,14995.26081,
1.888,441.20224,-,187881.9222,,,4,157734.8428,2694.804689,0.0,185861.3055,187881.9222,174833.85,
1.894,482.35989,+,28885.75811,,,4,28885.75811,0.0,3409.295406,24877.7306,24639.40575,24721.60432,
1.9,666.05945,-,67686.32955,,,4,67686.32955,119.3277352,0.0,67062.96538,67537.48635,67501.68998,
1.91,494.32364,+,22425.3357,,,2,22425.3357,0.0,2733.227814,16991.58312,18616.10021,11505.81209,
1.93,422.32715,-,9416.544086,,,3,9416.544086,120.195212,0.0,8586.217312,8560.956912,7938.007136,
1.96,304.29926,+,4911789.156,,,2,4911789.156,0.0,82.53165811,169.8429359,136.2747847,134.801424,
2.031,522.37622,+,13899.29793,,,4,11978.34251,0.0,115.9856857,13899.29793,13223.88154,13441.2001,
2.063,395.24646,-,13983.65168,,,4,7996.071349,1706.69912,0.0,12936.16502,13983.65168,11713.86372,
2.065,505.28012,-,15756.76166,,,4,11931.25695,130.7054428,0.0,14619.42091,15756.76166,15588.21293,
2.094,313.23798,-,20389.41967,,,3,20389.41967,302.4713519,0.0,19708.92579,19811.84314,19136.93279,
2.094,496.42102,+,14936.86456,,,3,11877.70787,0.0,1793.971153,9128.554503,8411.331314,14936.86456,
2.114,647.53265,+,46766.58815,,,4,42787.66449,0.0,118.5216272,46766.58815,42827.5015,43642.64552,
2.151,301.16556,-,26865.66311,,,4,18010.76337,855.0317505,0.0,26865.66311,26069.7945,23111.62764,
2.173,540.44592,+,14876.10398,,,4,12631.62916,0.0,1453.38475,12835.21352,13893.91273,14876.10398,
2.177,648.42432,+,118023.7409,,,4,118023.7409,0.0,1136.514096,103365.5741,105824.3766,114265.4866,
2.193,606.37708,+,42373.8127,,,3,42373.8127,0.0,321.0870221,38872.56102,34591.95649,36118.18581,
2.231,584.47217,+,11065.82825,,,2,8504.443572,0.0,1154.384189,11065.82825,8580.603455,10617.6999,
2.256,898.61047,+,69980.32416,,,3,51728.60106,0.0,4136.70805,69980.32416,50322.0089,46170.97126,
2.267,722.50427,+,96456.90345,,,4,53355.193,0.0,7337.591083,96456.90345,54746.28629,55964.45145,
2.293,439.27252,-,8738.546961,,,2,6098.811736,1344.026291,0.0,8511.274751,8738.546961,7760.266829,
2.298,854.58337,+,70177.45824,,,4,51816.98465,0.0,5668.845862,55382.90439,70177.45824,62644.88038,
2.314,810.5578,+,114899.8203,,,3,81949.4351,0.0,6765.761223,68695.74012,114899.8203,79188.29805,
2.334,766.53101,+,114830.727,,,4,78271.58575,0.0,8126.147692,90296.43555,114830.727,85228.49932,
2.34,611.42297,+,28358.27942,,,4,26034.15335,0.0,212.1227509,28358.27942,28178.91627,26531.98816,
2.369,678.47876,+,138516.4145,,,3,138516.4145,0.0,8237.36599,96695.59584,94601.48414,104582.0695,
2.384,450.28989,+,38105.04605,,,4,36707.61759,0.0,111.5406403,37395.97287,38105.04605,36474.68078,
2.396,634.45282,+,87406.49279,,,4,87406.49279,0.0,7817.792844,76555.45084,82061.62093,64755.38904,
2.408,590.42578,+,92626.17288,,,4,63552.47534,0.0,7269.168022,79883.05341,92626.17288,73192.97088,
2.428,546.40027,+,82182.52998,,,2,80557.46023,0.0,7115.260029,62764.86472,82182.52998,82096.31401,
2.444,502.37399,+,54646.9682,,,4,54646.9682,0.0,4160.57542,35931.09402,34407.87137,30666.99941,
2.548,455.27765,-,56028.59289,,,4,50651.95732,190.1766477,0.0,48796.003,56028.59289,55131.13984,
2.566,724.47516,+,41297.55443,,,4,37780.10912,0.0,309.5944406,41297.55443,38403.99066,39689.88694,
2.594,908.65045,+,56840.6504,,,4,43249.92139,0.0,381.7222002,52214.06187,56840.6504,45797.96879,
2.611,776.57397,+,202752.155,,,4,202752.155,0.0,1138.383582,116854.5582,106342.5488,184716.4206,
2.618,864.62433,+,81799.29809,,,4,76786.5886,0.0,391.0107008,81799.29809,73183.02127,81270.697,
2.639,732.54608,+,346605.3542,,,4,120871.1372,0.0,1058.336623,346605.3542,166144.7727,296483.9576,
2.647,820.59839,+,130316.3513,,,4,123407.9621,0.0,1189.929874,116473.887,130316.3513,88556.50949,
2.665,427.36438,+,18795.98388,,,4,18795.98388,0.0,123.2791677,17715.90748,12732.78484,14006.88981,
2.69,688.52051,+,454639.2252,,,4,425228.5538,0.0,887.6168467,439046.1619,74017.62353,454639.2252,
2.709,644.49365,+,606239.6626,,,4,520862.0847,0.0,2320.112935,606239.6626,476782.4233,496233.6415,
2.724,600.46735,+,567141.5239,,,4,543821.3797,0.0,5951.236785,567141.5239,480078.801,512290.6762,
2.741,556.44214,+,485690.2034,,,4,485690.2034,0.0,4274.626881,423947.5971,438749.1366,440961.4087,
2.743,510.43701,+,13317.49299,,,2,13317.49299,0.0,581.0307946,10675.59301,7755.740663,8667.200753,
2.757,512.41608,+,359529.3921,,,4,359529.3921,0.0,4932.195415,287002.0158,260424.465,284273.6199,
2.769,468.38947,+,236976.8347,,,2,236976.8347,0.0,956.4630159,71538.31815,81781.21335,79761.5907,
2.806,605.32196,+,22173.29388,,,3,18593.93548,0.0,143.9976625,17514.54988,22173.29388,15139.02313,
2.832,349.24124,-,13176.6657,,,3,8473.744727,209.252323,0.0,11856.56795,13176.6657,10386.14595,
2.852,362.27307,-,27981.09093,,,4,26034.86283,183.685653,0.0,26603.80988,27156.12634,27981.09093,
2.852,554.46149,+,12183.12814,,,4,11436.81726,0.0,1035.47689,10489.13028,12183.12814,10967.87006,
2.863,679.47754,+,56364.90359,,,4,41339.23394,0.0,384.8599134,56364.90359,43137.77552,45986.43635,
2.918,533.29053,-,55022.65457,,,4,38261.33616,164.0821749,0.0,51568.06604,55022.65457,50132.62801,
3.034,464.30551,+,15166.77573,,,3,14129.52056,0.0,134.8305161,14602.59237,15166.77573,14456.46441,
3.103,508.39752,+,15179.32141,,,2,13945.43161,0.0,121.3714266,13097.22964,14619.88087,15179.32141,
3.211,402.35779,+,89057.80671,,,4,89057.80671,0.0,5480.46039,49784.87367,49341.4863,56956.98702,
3.258,253.21677,-,1142566.309,,,4,1142566.309,2720.558265,0.0,1095799.232,1005383.956,1050085.181,
3.265,497.3269,-,19401.19248,,,4,19401.19248,217.9317974,0.0,18231.00901,18181.36804,17221.53066,
3.301,529.29498,-,25359.27486,,,3,19215.64797,289.8672516,0.0,24296.14087,25359.27486,22700.55866,
3.315,335.21997,-,61709.65143,,,4,61709.65143,173.6425364,0.0,32338.72691,56566.38857,27799.01821,
3.327,730.08661,+,208135.3139,,,3,834.3685018,0.0,188.4962299,170838.2625,208135.3139,115450.4086,
3.334,450.35797,-,23602.43374,,,4,22379.19125,535.6239793,0.0,23602.43374,21336.82699,20003.66848,
3.342,411.20538,-,32398.88605,,,4,30798.48268,212.1091726,0.0,29299.39295,32398.88605,29969.46128,
3.375,922.66663,+,82169.50636,,,4,79372.25287,0.0,824.7884493,81397.24937,82169.50636,79796.90353,
3.395,650.43915,+,123208.5668,,,5,123208.5668,0.0,37528.1758,64007.11182,76907.91436,93341.32073,
3.409,878.6402,+,157935.008,,,3,157935.008,0.0,1291.88093,137944.5996,147978.9414,101278.8107,
3.424,402.35779,+,36964.05993,,,2,36964.05993,0.0,5355.21615,12490.34109,15606.44868,14300.5944,
3.44,445.11942,+,390632.4293,,,4,390632.4293,0.0,16051.09888,32992.14439,36260.81478,30716.47178,
3.44,834.61462,+,275089.5457,,,4,275089.5457,0.0,1867.895036,238305.8501,224760.1516,236302.2251,
3.471,542.44141,+,19682.40636,,,2,19682.40636,0.0,145.5711094,15430.56582,17663.48416,18591.00449,
3.473,790.58856,+,465768.5148,,,4,465768.5148,0.0,1669.889422,389233.2395,377468.2741,379180.2043,
3.476,429.08792,+,390764.2658,,,5,188895.8562,0.0,35337.79748,310032.5565,390764.2658,289547.8044,
3.508,746.56244,+,612441.9335,,,4,612441.9335,0.0,1607.720147,549929.2446,585956.7134,538699.0476,
3.531,561.30786,+,163474.4494,,,3,147870.4194,0.0,431.4453374,131181.392,163474.4494,117714.7446,
3.539,702.53613,+,782910.3545,,,4,782910.3545,0.0,2315.603682,675270.3432,683608.2208,687980.4486,
3.571,658.50958,+,877919.1947,,,4,877919.1947,0.0,2507.570848,798995.3371,766233.2013,779229.044,
3.575,699.5365,+,38593.95114,,,2,38593.95114,0.0,330.8878715,34499.22382,31003.76507,31181.06959,
3.59,303.23248,-,46046.88009,,,5,39835.82592,769.6607112,0.0,46046.88009,38169.39813,36530.22026,
3.601,614.4834,+,899745.3973,,,4,899745.3973,0.0,3286.971628,801211.5676,760902.8861,755648.4996,
3.631,570.45721,+,785887.6085,,,4,785887.6085,0.0,4448.777411,662154.5907,641486.9325,654493.713,
3.638,355.1546,-,50671.92322,,,2,47032.1187,537.6658227,0.0,30426.5564,43877.03681,50671.92322,
3.649,503.25482,+,177935.3435,,,4,145630.1885,0.0,277.0624214,66487.65359,177935.3435,94149.65543,
3.654,526.43121,+,622973.3886,,,4,622973.3886,0.0,3846.667521,441243.7757,426279.4643,447722.3757,
3.671,567.45764,+,32924.33535,,,2,32924.33535,0.0,270.3598586,25947.95422,18087.34944,19376.4034,
3.674,482.40454,+,422686.3308,,,4,422686.3308,0.0,2008.365442,182318.5803,167889.1865,171255.2438,
3.685,676.45496,+,42705.67344,,,2,36221.39241,0.0,1358.211189,40622.9094,42705.67344,22972.36688,
3.694,478.32144,+,2090865.751,,,4,2090865.751,0.0,733.8491482,2068923.141,1924184.43,1956328.929,
3.694,443.33392,+,77043.09259,,,4,77043.09259,0.0,671.8893455,52013.19632,49158.37061,40374.33267,
3.722,548.3125,+,21801.18613,,,3,3075.735637,0.0,160.6764479,20854.15212,21801.18613,17468.53857,
3.77,615.54297,+,51036.60268,,,3,51036.60268,0.0,272.9006208,40161.35174,34770.96643,30201.14022,
3.892,241.21657,-,52631.41031,,,4,44296.48933,4063.256517,0.0,52631.41031,52265.56442,46657.92557,
3.932,793.13422,+,36456.58166,,,2,316.7966142,0.0,247.6779873,32484.87517,36456.58166,24953.40608,
3.962,478.32053,+,507533.5579,,,4,461017.6987,0.0,696.4048168,507533.5579,499451.118,455307.1043,
3.98,483.3078,-,101264.321,,,3,72863.59865,334.6717672,0.0,77723.62628,101264.321,96214.94807,
4.023,465.3782,+,19132.49446,,,3,14194.53577,0.0,1073.474259,16615.07185,18202.00238,19132.49446,
4.207,327.28998,-,31310.74512,,,4,29529.24498,261.1237758,0.0,31310.74512,31093.90187,30400.59141,
4.406,892.65594,+,53421.23177,,,4,42096.60682,0.0,613.3483855,44076.38068,53421.23177,52720.25271,
4.414,369.2431,-,31041.15892,,,4,20806.69854,221.6313353,0.0,31041.15892,24216.99571,21392.57949,
4.444,848.63019,+,114442.2649,,,3,87408.40963,0.0,1421.405121,85362.46624,95415.86358,114442.2649,
4.455,409.41513,+,27292.27684,,,4,27292.27684,0.0,257.05486,20937.54155,19077.89538,18345.69013,
4.464,804.60345,+,145389.9454,,,4,145389.9454,0.0,944.3902431,137416.3224,71360.07067,52951.75857,
4.481,564.34332,-,18626.10524,,,2,15907.80042,5646.894212,0.0,13299.11578,9713.887493,18626.10524,
4.485,367.22678,-,52925.02445,,,3,31064.01838,209.7869957,0.0,23811.67165,52925.02445,29530.69695,
4.49,760.57635,+,104306.0231,,,4,71411.7738,0.0,917.2769858,104306.0231,89778.47364,85799.94158,
4.491,585.35577,+,30999.88523,,,4,30999.88523,0.0,186.1496023,25046.72035,25503.12655,29175.79191,
4.504,804.16974,+,764690.2745,,,3,7185.04919,0.0,822.7907355,764690.2745,548240.0468,401487.3381,
4.506,451.84177,-,66491.63361,,,2,3548.490599,11360.45758,0.0,46628.13599,66491.63361,10367.0498,
4.51,744.11902,+,1275304.073,,,3,6837.304724,0.0,782.9690283,192221.2871,621237.8436,1275304.073,
4.519,958.34576,+,266350.2084,,,2,4005.376472,0.0,257.0475657,266350.2084,125317.7907,31913.08329,
4.524,828.11255,+,614822.2622,,,2,4844.819997,0.0,554.8010742,614822.2622,267400.2638,83241.78892,
4.527,1060.37939,+,27877.52498,,,2,5376.792973,0.0,615.7195766,27134.98711,27877.52498,26630.08222,
4.528,716.54962,+,293181.3297,,,4,129514.39,0.0,1761.018613,136014.4346,293181.3297,122216.1511,
4.531,419.85056,+,103355.1251,,,2,11597.8416,0.0,1924.225746,103355.1251,98642.49055,56752.99834,
4.533,527.2193,+,139599.3966,,,3,139599.3966,0.0,3618.129781,113738.8379,79413.34625,126680.8286,
4.54,672.52423,+,439816.9558,,,4,439816.9558,0.0,5381.30353,144531.4309,156643.6952,349860.2965,
4.555,1040.349,+,139698.0182,,,3,6290.065977,0.0,984.4144723,139698.0182,41352.83075,41303.38137,
4.564,412.19077,-,167421.6287,,,3,17157.8399,5682.147831,0.0,167421.6287,81809.44177,74405.32099,
4.565,483.3078,-,1219677.391,,,4,1113264.68,480.822683,0.0,520130.2383,534355.7492,1219677.391,
4.568,429.25131,+,1026683.745,,,5,1026683.745,0.0,10646.2862,641792.8956,605589.8785,649265.0448,
4.571,817.44305,+,33187.81344,,,3,5059.389202,0.0,791.809811,29472.3759,33187.81344,29747.68482,
4.573,759.5271,+,212970.3888,,,4,212970.3888,0.0,1813.528533,129038.7564,141446.5715,153376.6003,
4.586,547.31281,+,47623.64946,,,2,47623.64946,0.0,1191.458578,40976.30035,40876.31908,44354.82352,
4.588,1065.54907,+,143420.0871,,,3,143420.0871,0.0,1715.019826,82999.77965,122222.0666,117505.9054,
4.595,628.49878,+,359563.1749,,,4,155055.9498,0.0,2159.998692,349194.6067,359563.1749,138980.1704,
4.606,481.33051,-,455502.3013,,,4,386501.3629,720.945067,0.0,455502.3013,442953.4369,401442.8444,
4.62,741.28827,+,445469.2341,,,2,216705.0702,0.0,55635.7458,418001.8598,355018.5929,445469.2341,
4.628,724.40851,+,1707979.521,,,6,1707979.521,0.0,214751.987,739068.9962,758577.1283,1145104.097,
4.632,710.3927,+,4650383.13,,,5,94122.17106,0.0,750044.4953,2497740.985,4650383.13,2819742.568,
4.632,581.24127,+,1020089.337,,,5,710806.5433,0.0,167446.6963,965907.7916,1020089.337,947100.6785,
4.636,584.47162,+,369040.5067,,,4,146244.3156,0.0,3130.011139,318172.9883,369040.5067,291201.6138,
4.642,724.37244,+,241628.367,,,3,228886.746,0.0,16794.52535,177322.7072,74150.839,241628.367,
4.651,681.29456,-,1918535.468,,,5,1100195.804,260260.2015,0.0,1209165.89,1918535.468,779767.1957,
4.653,637.30414,+,1.165405014E8,,,11,1.126360611E8,0.0,2.122859199E7,1.165405014E8,8.602833943E7,1.076886848E8,
4.663,738.42505,+,269340.7501,,,5,269340.7501,0.0,52902.30611,144914.2087,150716.3482,161554.6874,
4.683,720.34418,+,66838.20468,,,3,50874.57284,0.0,12491.60405,37468.52626,41577.09718,66838.20468,
4.684,496.41953,+,241104.8814,,,2,241104.8814,0.0,3372.3177,114455.1643,95855.6806,117756.1806,
4.685,682.36182,+,2.377236118E7,,,5,997100.3911,0.0,1502219.32,2.137246011E7,2.377236118E7,1.545962959E7,
4.705,655.42035,-,728740.5386,,,4,438561.5034,698.2520745,0.0,728740.5386,405739.2525,470270.4431,
4.711,817.27271,+,173185.7161,,,4,113146.7662,0.0,41204.13541,79781.19497,89699.04644,173185.7161,
4.713,411.32581,+,151075.2376,,,5,151075.2376,2140.981957,1915.560885,43413.81434,43292.60606,21216.79489,
4.74,700.31213,+,981852.3074,,,7,627958.2831,0.0,147232.6915,981852.3074,585070.0094,482073.7383,
4.747,920.58838,+,33374.46648,,,2,33374.46648,0.0,1003.433083,27680.05196,29460.09448,25156.81168,
4.749,1187.20508,+,56079.76391,,,2,9199.544375,0.0,3085.834734,56079.76391,35138.67054,25067.39448,
4.763,1307.56104,-,614094.4042,,,5,411007.2029,34029.43796,0.0,550544.8223,614094.4042,469066.7825,
4.763,680.34583,+,168158.221,,,5,168158.221,0.0,29094.41634,100916.7489,117100.929,116252.4633,
4.769,804.60345,+,28079.88346,,,2,23946.7296,0.0,1348.990905,23532.52419,28079.88346,18649.65156,
4.818,429.33514,+,87054.33241,,,5,87054.33241,1454.475178,2666.048953,32323.9584,27985.37896,28539.5814,
4.831,715.48871,+,65756.46161,,,3,65756.46161,0.0,367.9778868,23423.63083,24527.74194,24586.8726,
4.864,716.55042,+,60926.01315,,,2,56414.39549,0.0,5663.702576,58224.06151,60926.01315,40143.36124,
4.883,672.52454,+,91875.92897,,,4,81372.84628,0.0,9949.758811,91875.92897,37708.80441,70678.36187,
4.889,628.49921,+,99686.63192,,,4,99686.63192,0.0,11745.61468,27621.19125,72233.36986,49391.66822,
4.891,653.40472,-,38738.91245,,,4,28472.6974,289.5643575,0.0,38738.91245,34796.27458,31651.10607,
4.914,891.52954,-,243623.9651,,,4,237143.4374,7962.038206,0.0,222884.3945,227017.4135,243623.9651,
4.941,517.85034,+,95841.01158,,,2,440.641904,0.0,4208.590787,95841.01158,82551.56509,82991.54218,
4.943,732.13116,+,329253.7558,,,2,500.4180798,0.0,255.4351765,329253.7558,203332.1349,173913.5642,
4.945,734.20715,+,32625.93458,,,2,435.2797689,0.0,222.1857465,32625.93458,21221.15059,22500.9412,
4.947,495.22391,-,78745.69514,,,4,70601.4085,3569.567906,0.0,78745.69514,21599.06633,20540.25457,
4.949,971.34686,+,55693.37283,,,3,388.1170536,0.0,192.7392071,55693.37283,41542.15737,30260.0662,
4.954,732.16913,+,144936.0531,,,3,874.7077591,0.0,210.942401,144936.0531,99635.917,68053.00988,
4.955,1184.5874,+,66809.25301,,,3,382.7722266,0.0,190.0849622,66809.25301,40998.28771,42283.32302,
4.955,577.22711,-,56040.95575,,,4,47230.22385,2677.290072,0.0,56040.95575,13110.87792,34142.2877,
4.955,515.88232,+,39942.96498,,,2,434.8003598,0.0,657.8678234,39942.96498,24594.5564,29869.10969,
4.956,617.92291,+,315510.7877,,,2,425.87196,0.0,9941.027384,315510.7877,229471.2877,273578.2332,
4.957,619.88226,+,139236.1708,,,3,483.9811512,0.0,2375.572488,129401.3505,94009.12258,139236.1708,
4.957,816.09924,+,91213.58502,,,3,391.6586016,0.0,194.4979424,91213.58502,60644.003,56947.96052,
4.957,431.19354,-,64073.59718,,,4,33328.21417,1027.320147,0.0,64073.59718,58316.93436,56343.3508,
4.957,930.31104,+,49622.83113,,,3,289.1453652,0.0,180.2340346,49622.83113,34482.47082,22946.51898,
4.958,255.23209,-,1.333430269E7,,,4,1.298736335E7,286540.2611,0.0,1.333430269E7,3080317.071,1.291502928E7,
4.958,986.37268,+,458263.1189,,,3,403.5668893,0.0,200.4116066,458263.1189,270793.5229,247009.5538,
4.959,355.15735,-,79973.49982,,,4,29030.81192,629.4688003,0.0,79973.49982,34100.52753,27191.80291,
4.959,571.20978,-,32461.91549,,,4,30705.30972,1633.831403,0.0,32461.91549,29708.91038,24982.95924,
4.96,814.14105,+,233796.5683,,,3,292.1515898,0.0,182.1079155,233796.5683,153965.5093,142396.3338,
4.96,850.20337,+,228711.3631,,,2,229.4338569,0.0,5786.86768,176874.0581,141027.9461,228711.3631,
4.96,1012.36243,+,42580.37334,,,3,264.2065564,0.0,164.688836,42580.37334,31905.43674,29227.80563,
4.961,848.20831,+,753938.9781,,,4,471.7833662,0.0,8881.882639,753938.9781,307029.6852,377877.3368,
4.961,732.10083,+,562039.0541,,,3,325.176189,0.0,202.6932594,562039.0541,300758.1732,268140.6071,
